"bedrooms","bathrooms","sqft_living","sqft_lot","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15","date_month","date_day","price"
3,2.25,2990,216057,9,2990,0,1994,0,47.754,-121.942,2840,215622,"8",14,13.1223653774023
4,2.75,2180,8475,7,1330,850,1987,0,47.4045,-122.174,1500,7140,"1",20,12.5389706450265
3,2,1440,5469,8,1440,0,1988,0,47.5753,-122.017,1980,6198,"4",14,12.7656912906044
4,2.25,3180,13653,9,3180,0,1978,0,47.6316,-122.05,2910,12350,"4",21,13.399996629153
2,1.5,1643,14616,7,1643,0,1954,0,47.3973,-122.312,2270,9940,"2",18,12.6914296807143
4,2,1530,7816,7,1530,0,1955,0,47.7309,-122.332,1480,7816,"1",27,13.1223653774023
2,1,1310,7697,6,850,460,1950,0,47.4982,-122.348,1270,6410,"7",18,12.1404722274462
5,3.5,2800,5120,9,2800,0,1903,2005,47.6059,-122.31,1780,5120,"5",20,12.7530402094264
3,1.5,1510,7642,7,1510,0,1959,0,47.5978,-122.116,2180,8357,"11",24,12.899222326087
5,3,2700,5001,10,2700,0,2009,0,47.6811,-122.288,1610,5191,"1",22,13.748302877789
4,1.75,2220,15600,7,1140,1080,1963,0,47.492,-122.166,1670,4800,"7",15,12.8320137501899
3,1.75,1440,45302,7,1440,0,1977,0,47.7078,-121.915,2080,49658,"6",9,12.7007719361421
3,2,1300,9334,7,1300,0,1981,0,47.4865,-122.238,2210,9636,"8",26,12.4587788825735
4,2.5,2230,3600,8,1630,600,1906,0,47.6304,-122.309,2410,4800,"9",8,13.8185070639525
2,1.75,1390,4482,8,1390,0,1980,0,47.3785,-122.32,1390,4680,"6",26,12.2853504453517
3,2.25,2760,40946,10,2760,0,1978,0,47.6501,-122.164,3030,42253,"5",21,13.9852541764329
4,2.5,3200,7282,9,3200,0,2007,0,47.4318,-122.286,3030,7290,"7",30,12.7938620882062
3,0.75,1240,4000,7,1240,0,1968,0,47.6239,-122.297,1460,4000,"1",22,13.4588356140255
3,2.5,1960,47044,8,1960,0,1978,0,47.7573,-122.07,2020,29004,"10",2,13.1900238950353
3,2,2190,19800,7,2190,0,1994,0,47.5106,-122.365,1640,9719,"3",19,13.0496873026729
4,2.5,3540,18168,10,3540,0,1996,0,47.5441,-122.131,4130,11180,"12",2,13.7375500975751
3,3.25,2640,4080,9,1840,800,1912,2000,47.6636,-122.326,1990,4080,"5",8,13.7429409403977
3,2,2660,5000,8,1940,720,1910,0,47.5829,-122.382,2270,5000,"9",22,13.4973706525973
4,1.75,1670,9500,7,1670,0,1976,0,47.7254,-122.31,1620,9500,"3",12,12.6915835382302
3,3.25,3080,12100,8,2080,1000,1984,0,47.695,-122.399,2100,6581,"9",5,13.4516685633948
4,2.75,2890,6825,8,1560,1330,1973,0,47.734,-122.182,1900,10120,"6",25,13.2793688356142
3,2.25,1800,9597,7,1200,600,1963,0,47.4516,-122.267,1700,13502,"9",26,12.6729495165583
6,2.5,2000,7650,7,1790,210,1960,0,47.3841,-122.288,1710,7650,"1",6,12.4874888785461
5,1.75,1940,6654,7,1940,0,1953,0,47.4663,-122.359,2300,9500,"6",26,12.7910804529819
5,1.75,1940,6654,7,1940,0,1953,0,47.4663,-122.359,2300,9500,"4",26,12.8739045822051
3,1,960,9531,7,960,0,1969,0,47.7619,-122.162,1670,9250,"1",28,12.8333497521628
2,1.5,1750,46173,8,1750,0,1964,0,47.7397,-122.126,2220,42224,"8",22,13.401510631692
3,2.5,2320,5000,8,1620,700,1907,1993,47.6278,-122.292,2160,5000,"12",3,13.7101511534169
5,2.5,2380,8204,8,1540,840,1957,0,47.7,-122.287,2270,8204,"4",13,13.3046866008636
5,4.25,6490,10862,11,3940,2550,1991,0,47.5728,-122.205,3290,14080,"5",16,14.5086582385241
4,1.75,1620,4240,7,1620,0,1916,0,47.5746,-122.311,1450,4240,"5",8,13.1470579412123
3,1.75,1770,33224,8,1770,0,1968,0,47.3377,-122.194,1690,22069,"6",4,12.3436626657717
3,2.5,2320,5663,8,2320,0,2003,0,47.539,-122.07,2500,4500,"7",31,13.2861831604252
3,2.5,1330,2183,8,1330,0,2014,0,47.6987,-122.365,1310,5000,"3",23,13.1992336736825
4,2.5,3420,21344,9,3420,0,2002,0,47.45,-122.334,2110,21344,"10",20,13.3692250178346
3,1,1270,7344,7,970,300,1967,0,47.305,-122.371,1290,7300,"1",8,12.2934010555928
4,3.5,2550,3600,8,1880,670,1997,0,47.7709,-122.39,2090,6000,"2",25,13.4224694513351
5,2,1860,9000,7,1860,0,1980,0,47.4484,-121.772,1390,9752,"7",17,12.7308041330407
3,1,1020,7615,7,1020,0,1981,0,47.4292,-122.152,1470,9515,"3",31,12.3534187984134
1,1,720,7140,6,720,0,1930,0,47.5119,-122.339,1140,7577,"11",14,12.2055775229772
4,3.5,4460,16271,11,4460,0,2001,0,47.5862,-121.97,4540,17122,"10",1,13.8728365688702
4,2.75,1830,7315,7,1250,580,1979,0,47.2989,-122.38,1730,7208,"10",2,12.479913113434
3,1.5,1520,7200,7,1160,360,1990,0,47.3855,-122.302,1460,7200,"8",20,12.5423698668371
3,1.5,1080,2940,7,1080,0,1920,0,47.6832,-122.304,1400,4930,"5",20,12.8866435755256
3,2,1900,8002,7,1900,0,1991,0,47.2909,-122.352,1900,6086,"6",26,12.4391704880857
4,3.75,5300,37034,11,5300,0,1989,0,47.7283,-122.076,3730,37034,"3",12,13.9552733699043
3,1,1370,10708,7,1370,0,1969,0,47.2769,-122.264,1770,14482,"8",26,12.2307701361574
5,2.5,2960,8968,8,1640,1320,1965,0,47.6233,-122.102,1890,9077,"8",28,13.3908641594902
3,1,960,213008,6,960,0,1933,0,47.5621,-121.862,1520,57499,"3",17,12.2060776455177
3,2.5,2190,7982,8,2190,0,2004,0,47.6869,-122.187,2090,8888,"7",22,13.458837042596
4,3.25,3990,18115,11,3990,0,1989,0,47.6177,-122.229,3450,16087,"10",3,14.8161428059192
2,1.75,1200,2622,7,800,400,1956,0,47.7175,-122.292,1310,1926,"12",9,12.631343648903
3,2.5,1780,5015,7,1780,0,2010,0,47.3352,-122.052,2010,5250,"4",6,12.5061809416774
3,2.25,2630,9916,9,2630,0,1988,0,47.3314,-122.202,2470,10810,"10",29,12.7367038377645
4,2.5,2300,19250,7,2300,0,1955,0,47.4793,-121.776,1460,19250,"6",11,13.0170050839663
4,2.75,3210,6825,7,1810,1400,1975,0,47.7338,-122.169,1840,8000,"7",24,13.270785106659
4,1.75,2290,4400,7,1290,1000,1959,0,47.5698,-122.375,1820,4000,"11",3,12.9831036089188
4,2.5,2780,4688,9,2780,0,2003,0,47.5225,-122.156,3000,6029,"8",18,13.4444483258478
4,2.5,2650,11520,8,2110,540,1988,0,47.683,-122.187,2000,7680,"6",17,13.4870078798802
3,2.25,1840,13020,8,1390,450,1980,0,47.6923,-122.095,2210,13020,"2",17,12.9066943223153
3,2.75,1560,7392,7,1030,530,1972,0,47.7382,-122.182,1870,7520,"6",12,12.9945322786191
3,1,1200,8470,7,1200,0,1961,0,47.3864,-122.287,1200,7952,"10",23,12.092349482427
4,2.5,1900,8282,7,1900,0,1968,1997,47.2089,-122.003,1420,8350,"10",2,12.5061809416774
2,1,710,9900,6,710,0,1943,0,47.479,-122.339,1070,9900,"11",12,11.7744355185496
3,1.75,1360,15210,7,1360,0,1987,0,47.3657,-122.047,1610,7800,"2",18,12.4684407561441
5,2.5,2990,7292,8,2990,0,1990,0,47.3604,-122.091,2150,8190,"8",29,12.7365567685593
3,1,1640,26127,6,1640,0,1975,0,47.7656,-121.905,1620,25788,"8",22,12.4292201968364
3,3.5,3650,103672,10,2050,1600,2011,0,47.4002,-122.217,2550,16140,"1",14,13.4298495477394
10,3,2920,3745,7,1860,1060,1913,0,47.6635,-122.32,1810,3745,"12",29,13.399996629153
3,3.5,3680,11491,11,3680,0,1999,0,47.5647,-122.128,3710,10030,"7",16,14.0184522182872
3,2,1830,9152,8,1830,0,1959,0,47.5531,-122.181,1770,9220,"5",23,13.2176753753888
5,2.75,2570,12906,8,2570,0,1987,0,47.5814,-122.05,2580,12927,"1",2,13.4224694513351
3,3.25,2730,9588,10,1900,830,1984,0,47.6339,-122.09,2730,12736,"4",10,13.796328757915
3,1,1150,8000,6,1150,0,1913,1957,47.2749,-122.252,1170,9600,"3",25,12.0317252107486
4,3,4260,18687,11,4260,0,1996,0,47.5874,-121.982,3490,16772,"5",22,13.8155115579638
3,1,1260,9600,7,1260,0,1970,1995,47.4444,-121.762,1530,9790,"4",1,12.676079399771
6,3.25,4440,17424,9,2220,2220,1959,0,47.5791,-122.23,2660,10768,"2",4,13.7736473966179
4,1,2300,7680,7,1270,1030,1959,0,47.524,-122.359,1840,5120,"4",9,12.8266518214237
3,2.5,1920,9625,8,1920,0,1993,0,47.4876,-121.8,1920,10343,"7",7,12.8777433486881
2,1,1080,4725,7,1080,0,1944,0,47.5275,-122.381,1520,4961,"3",27,12.8739045822051
2,1,890,5000,6,890,0,1947,0,47.5526,-122.287,1160,5000,"11",6,12.6181856076098
3,3.5,1650,1577,7,1100,550,2012,0,47.6302,-122.344,1580,1280,"11",3,13.1123150617508
3,2.5,1820,1545,8,1640,180,1998,0,47.6523,-122.346,1440,1290,"9",4,13.1313251009344
4,1.75,2320,4800,7,2170,150,1918,0,47.6893,-122.365,1390,4800,"3",18,13.2267251945288
4,3.5,3260,5000,9,2630,630,1937,0,47.6598,-122.273,2600,5000,"3",17,14.2537661340565
3,1.5,1730,5750,7,1250,480,1947,0,47.5645,-122.397,1370,5750,"9",9,13.2176753753888
4,2.5,3320,8325,10,3320,0,1905,0,47.6263,-122.314,3680,6050,"7",21,14.4032977784218
1,1,1660,5422,7,830,830,1908,0,47.6821,-122.388,1100,5356,"4",29,13.3923920413338
3,2.5,3290,90796,10,3290,0,1992,0,47.3154,-122.079,2700,55023,"2",13,13.4371755770973
4,2,2280,8339,7,1220,1060,1954,0,47.6986,-122.297,1970,8340,"5",1,13.4883958032287
4,4.25,3650,5328,9,2330,1320,1907,2014,47.638,-122.362,1710,3600,"7",14,14.2333198290917
4,2.5,1620,219542,7,1620,0,1980,0,47.4014,-122.069,2240,217800,"2",23,12.8076553722869
3,2,2020,8555,7,1220,800,1957,0,47.7278,-122.287,1600,8148,"6",13,13.0346266465001
2,1,1150,12861,6,1150,0,1959,0,47.4493,-122.171,1170,7574,"4",9,12.5425484535736
4,1.75,1940,3060,7,1000,940,1911,0,47.6786,-122.317,1320,3060,"4",9,13.3502970378058
4,2.5,3440,6332,10,3440,0,2001,0,47.5347,-122.155,3310,6528,"2",18,13.5689717084334
3,1.75,2000,7560,7,1300,700,1968,0,47.4346,-122.171,1900,8301,"6",24,12.5947340251467
2,1,750,2786,7,750,0,1947,0,47.6892,-122.393,1700,4653,"4",3,12.9831036089188
3,1.75,1420,7200,7,1000,420,1979,0,47.5069,-122.367,1550,8640,"3",22,12.6115410869661
2,1,880,4814,5,880,0,1906,0,47.3107,-121.999,1010,6160,"3",26,12.2476991163726
2,2.5,2680,11214,9,2680,0,2006,0,47.7078,-122.019,2305,6908,"6",3,13.7429409403977
2,2,860,3000,6,860,0,1906,0,47.5633,-122.288,1290,3500,"2",11,12.663500657121
3,2,1310,6738,7,1310,0,1990,0,47.3694,-122.083,1290,8067,"6",23,12.4288201184157
3,2.25,1780,4252,8,1540,240,1989,0,47.6004,-122.292,2220,4000,"7",31,13.4224694513351
3,2.25,1440,4667,7,1440,0,1985,0,47.5662,-122.017,1610,4756,"10",30,13.0103161107297
3,2,1510,3817,8,1510,0,1905,1994,47.6088,-122.294,1510,3817,"4",17,13.4224694513351
4,2.5,2100,1397,8,1580,520,2008,0,47.5928,-122.295,1490,1201,"4",21,13.2103760862272
3,2,1310,1361,7,1310,0,2003,0,47.7337,-122.343,1370,1608,"12",31,12.6443308022626
3,1,1280,5100,7,880,400,1961,0,47.5035,-122.259,1360,6120,"1",6,12.1547846142867
3,1.5,1320,8114,8,1320,0,1951,0,47.5827,-122.195,2110,8114,"6",18,13.3847291803322
3,2.5,1740,2350,8,1130,610,1995,0,47.6207,-122.297,1740,3201,"10",2,13.2793688356142
4,2.5,2910,7364,10,2910,0,2003,0,47.6906,-122.213,2480,8400,"11",6,14.1737449852765
4,2.5,2500,12090,9,2500,0,1983,0,47.6346,-122.045,3380,12760,"1",12,13.2445827800385
3,1,1100,6000,6,1100,0,1926,0,47.5279,-122.318,960,5880,"11",11,12.0719753785432
3,2.25,1381,1180,8,1381,0,2007,0,47.711,-122.32,1381,1180,"9",24,12.7938620882062
3,1,960,9624,7,960,0,1953,0,47.7758,-122.301,1540,9624,"4",29,12.363080667835
8,3,3840,15990,7,2530,1310,1961,0,47.7111,-122.211,1380,8172,"11",25,13.2621270589084
3,2.5,2200,5954,7,2200,0,2004,0,47.3709,-122.125,2200,5046,"3",3,12.6603310924059
3,1,1250,7820,7,1250,0,1967,0,47.3397,-122.291,1300,7920,"3",25,12.3238601256211
3,1.5,2380,14500,7,1850,530,1961,0,47.7714,-122.256,1830,13600,"6",26,12.8212609873195
3,1,1500,3920,7,1000,500,1947,0,47.6718,-122.359,1640,4017,"5",23,13.3146369152151
3,2,1410,7622,7,1410,0,1983,0,47.4273,-122.147,1830,8330,"6",3,12.5153975628035
3,1.75,1680,3420,7,960,720,1992,0,47.6855,-122.291,1680,4080,"3",23,13.0710721882777
3,1,1500,13500,7,1500,0,1968,0,47.4666,-122.072,1350,13680,"6",5,12.5061809416774
4,1.75,2710,9216,8,1440,1270,1961,0,47.5523,-122.379,1960,6350,"8",18,13.3439072499144
3,1.75,1730,7416,7,1730,0,1954,0,47.76,-122.349,1390,6490,"7",2,12.779875885355
3,1,960,3844,7,960,0,1972,0,47.7027,-122.346,1020,3844,"11",4,12.75130259456
4,2.5,2380,7792,8,2380,0,1993,0,47.3273,-122.173,2260,7378,"11",20,12.7425689400171
3,1.75,1120,98445,7,1120,0,1917,0,47.1853,-122.017,1620,34200,"11",3,12.663500657121
4,2.5,2960,37430,9,2960,0,1990,0,47.3988,-122.023,2800,36384,"7",31,13.1992336736825
3,2,1580,6655,6,790,790,1944,0,47.4927,-122.248,1090,6655,"2",18,12.3074914026553
3,2.5,1870,4657,8,1870,0,2000,0,47.4615,-122.214,2290,4795,"7",18,12.7068509637411
4,2.5,1810,13000,8,1470,340,1977,0,47.2202,-121.993,1850,13000,"7",18,12.5389706450265
4,3,2550,3784,8,1750,800,1900,0,47.6559,-122.338,2100,4560,"10",14,13.6529928049364
3,1.75,1910,12321,7,1100,810,1952,0,47.5995,-122.198,1910,11761,"2",12,13.5224822196676
2,2,1200,1867,7,600,600,1924,1998,47.627,-122.345,1790,2221,"10",1,13.0773681035216
4,2.75,2420,4635,7,2420,0,1905,0,47.682,-122.347,1590,3150,"1",16,13.6170608387519
3,3.5,3080,6495,11,2530,550,1996,2006,47.6321,-122.393,4120,8620,"8",20,14.5856192426232
3,3,3850,38830,10,3850,0,2000,0,47.5535,-122.191,2970,14050,"10",23,13.6170608387519
3,2,3000,22040,8,2470,530,1942,0,47.7745,-122.368,2600,7947,"4",18,13.6956013886868
3,1,1360,20000,7,1360,0,1953,0,47.2861,-122.253,1530,9997,"7",24,11.9766657704908
7,4.25,3670,4000,8,2800,870,1964,0,47.6375,-122.388,2010,4000,"6",17,13.6219270224831
4,2.5,2270,5000,9,2270,0,2014,0,47.6916,-122.37,1210,5000,"9",25,13.6072568506702
4,2.5,1750,11400,7,1750,0,1975,0,47.3149,-122.386,1890,9024,"12",15,12.3966971373617
4,2.5,3550,8048,9,3550,0,2007,0,47.5422,-121.888,3920,7871,"5",20,13.3455085287173
4,1,2370,30200,7,1570,800,1948,0,47.5108,-122.366,1640,9719,"12",12,12.8989422875799
3,2.25,1670,6600,7,1670,0,1990,0,47.3604,-122.089,1670,6801,"9",22,12.5741854272962
3,2,1860,12944,9,1860,0,2002,0,47.4298,-122.102,2500,29279,"8",4,12.899222326087
3,2.5,4460,26027,12,4460,0,1992,0,47.6573,-122.173,3770,26027,"5",21,14.2537661340565
2,1,1080,4000,7,1080,0,1940,0,47.6902,-122.387,1530,4240,"5",28,12.75130259456
2,1,1080,4000,7,1080,0,1940,0,47.6902,-122.387,1530,4240,"4",7,13.6819231637717
3,2.75,2280,4280,7,1280,1000,1917,0,47.6685,-122.335,1650,4280,"5",28,13.6819803081962
4,2.5,2540,32647,9,2540,0,1996,0,47.6324,-121.988,2740,32647,"3",10,13.3518722271541
2,3.5,2560,5000,6,1280,1280,1944,0,47.6681,-122.368,1390,4000,"7",23,13.1900238950353
4,2.75,2390,9300,8,1430,960,1979,0,47.6035,-122.206,1910,9348,"10",7,13.5543107152945
4,2.5,2870,8995,8,1870,1000,1968,0,47.5678,-122.128,2670,9672,"7",10,13.4730216574672
3,1.75,1510,4800,7,860,650,1925,2011,47.5667,-122.372,1510,4800,"6",18,13.0497948351048
3,1.75,2200,11520,7,2200,0,1952,0,47.7659,-122.341,1690,8038,"8",14,12.7910804529819
2,0.75,720,5040,4,720,0,1949,0,47.5323,-122.347,1290,4120,"3",1,11.9250417382917
3,2.5,2970,9600,9,2970,0,1994,0,47.5422,-122.132,2970,9707,"8",15,13.6170608387519
3,1.5,960,6497,7,960,0,1970,0,47.3018,-122.378,1160,7080,"3",26,11.9829353441964
4,1.75,1420,5000,7,1420,0,1945,0,47.6771,-122.397,1490,5000,"7",1,13.1900238950353
3,2.25,1800,9010,7,1300,500,1975,0,47.7722,-122.312,1950,10240,"4",23,12.8076553722869
4,2.5,3090,5600,9,3090,0,2005,0,47.597,-121.979,3080,5788,"2",20,13.4702007851042
3,1,1200,7280,7,1200,0,1967,0,47.3724,-122.277,1200,8400,"7",9,12.2783979582618
4,3.5,4065,18713,10,4065,0,1987,0,47.6209,-122.237,3070,18713,"7",25,14.4833404433603
4,2.5,2570,22215,7,2570,0,1958,0,47.4833,-122.157,2460,6533,"9",26,12.8739045822051
3,2,1530,5401,7,1530,0,1937,0,47.686,-122.304,1640,5467,"5",13,13.2533933941952
3,1.75,1500,13430,7,1500,0,1977,0,47.7527,-122.082,1500,13430,"6",25,12.8557928791254
4,3,2490,5706,9,2490,0,2005,0,47.3509,-122.165,2650,5880,"4",9,12.8212609873195
4,2.5,3040,12522,7,3040,0,2000,0,47.7247,-121.959,2490,9742,"2",11,13.0258546796642
5,3.25,4140,32700,10,2190,1950,1973,0,47.7633,-122.369,3220,22077,"3",24,14.1519835088709
4,1.75,1690,10854,7,1690,0,1977,0,47.5241,-122.199,2390,7000,"7",28,12.8239600370037
3,1.75,1430,10350,7,1430,0,1959,0,47.6353,-122.123,1890,10350,"5",5,13.180634172319
4,2.75,2490,9714,8,1400,1090,1983,0,47.7496,-122.201,2060,15300,"6",10,13.3179318056838
3,1.75,1350,7200,7,1350,0,1954,0,47.713,-122.284,1100,7200,"11",11,13.0170050839663
4,2.5,3140,14421,10,3140,0,1994,0,47.5943,-122.018,3140,17417,"7",30,13.5670504807162
4,2.5,2340,52272,8,2340,0,1978,0,47.3468,-122.091,2480,40500,"8",29,12.5776396502326
3,1.75,1610,14182,7,1100,510,1978,0,47.3174,-122.18,1510,8400,"9",16,12.3238601256211
4,2.5,3320,38032,10,3320,0,1991,0,47.7478,-122.036,3270,37804,"9",11,13.598598798636
3,2.5,2390,15669,9,2390,0,1991,0,47.7446,-122.193,2640,12500,"4",7,13.399996629153
3,1.75,1180,13927,7,1180,0,1962,0,47.4818,-122.094,1400,13173,"6",13,12.6082021968488
2,2.25,1260,1312,8,1260,0,2007,0,47.6538,-122.356,1300,1312,"9",19,13.180634172319
3,2.5,1800,4400,7,1350,450,1970,0,47.6599,-122.396,1920,4400,"10",17,13.4298495477394
4,1.75,1790,12000,6,1790,0,1944,0,47.2664,-122.256,1550,9840,"2",16,12.2055775229772
3,1.75,1760,6300,7,1060,700,1963,0,47.5003,-122.26,1340,7300,"1",8,12.3194057951129
3,1.75,1540,8885,7,1440,100,1980,0,47.4031,-122.201,1540,12734,"8",29,12.4049276026276
4,1.75,1260,3880,7,860,400,1918,0,47.687,-122.391,1000,3880,"4",8,13.0919062317732
4,2.5,2240,7589,8,2240,0,1994,0,47.3824,-122.207,2250,7300,"1",12,12.7068509637411
4,2,1630,1724,6,1030,600,1915,1970,47.6472,-122.362,1780,3810,"12",31,13.1402052601673
4,2.5,2350,7203,8,2350,0,1989,0,47.5123,-122.151,2260,7274,"11",17,12.9945322786191
3,2,1350,8587,7,1350,0,1998,0,47.2073,-122.012,1350,8587,"12",10,12.4049276026276
4,1.75,1320,4800,7,870,450,1930,0,47.5534,-122.365,940,4800,"7",17,12.8984720465727
4,2.5,1950,2617,7,1250,700,1910,0,47.6696,-122.372,1520,1438,"6",25,13.1596610889284
4,1,2100,9200,7,1050,1050,1959,0,47.476,-122.292,1540,10033,"5",8,12.2596181517835
3,2.5,3480,7800,7,1750,1730,1941,1998,47.7047,-122.378,3010,9918,"7",8,13.7642183162077
3,2.5,1830,2839,8,1830,0,1999,0,47.6022,-122.021,1830,3011,"9",2,12.9239148777019
4,2,2640,5000,7,2040,600,1949,0,47.678,-122.375,1330,5000,"3",25,13.5278298188449
3,1,900,2550,6,900,0,1978,0,47.3036,-122.363,1120,2550,"9",10,11.8011149086874
3,2,1553,6550,7,1553,0,1900,2001,47.2056,-121.994,1010,10546,"4",24,12.3883983689821
3,2.5,1710,2300,8,1570,140,2005,0,47.6743,-122.142,2120,2856,"6",4,13.197472705177
4,3,3400,292723,10,3400,0,1998,0,47.4883,-121.725,1760,69696,"8",14,13.4415455704028
3,1.5,1270,5112,7,1270,0,1950,0,47.676,-122.288,1580,5080,"5",13,13.0497948351048
3,1.75,2960,12420,8,1480,1480,1952,0,47.5739,-122.406,2700,9106,"6",17,13.7493718238352
4,2.5,3040,9606,7,3040,0,2003,0,47.6884,-122.044,1690,3849,"12",30,13.3374763699232
3,1.75,1430,9750,7,1430,0,1962,0,47.7441,-122.357,1630,9282,"10",20,12.9714265276882
3,2.5,1520,4170,7,1520,0,2004,0,47.3842,-122.04,1560,4237,"7",7,12.599721549793
4,2,1820,9450,7,1100,720,1962,0,47.7607,-122.329,1540,9450,"4",27,12.7068509637411
3,2.25,1800,11200,8,1270,530,1979,0,47.7072,-122.164,1940,11250,"7",30,13.0058318083369
4,3.25,2720,4000,10,2070,650,2014,0,47.5554,-122.267,1450,4000,"8",1,13.6482758206208
4,1.75,1980,5850,8,1380,600,1960,0,47.5607,-122.391,1810,5850,"5",14,13.4939283131462
4,2.5,2550,7349,9,2550,0,1989,0,47.3059,-122.349,2400,8508,"5",4,12.8185546330461
3,1.75,2210,16200,8,1390,820,1958,0,47.5924,-122.175,2050,16200,"6",9,13.3455085287173
3,2,2120,4080,7,2120,0,2003,0,47.682,-122.037,2280,4080,"6",18,13.1900238950353
4,1.5,1570,6717,6,1570,0,1911,0,47.307,-122.217,1140,6716,"12",18,12.3456215217301
3,1.75,1310,6960,7,1310,0,1974,0,47.2761,-122.153,1580,7200,"4",23,12.3458345879053
5,3.5,3150,4120,8,2460,690,1911,2007,47.6754,-122.315,2080,4160,"8",25,13.6529928049364
4,4.5,3870,35889,10,2530,1340,2001,0,47.4677,-122.01,3020,35366,"6",10,13.2877100051923
2,1,1840,4322,7,1160,680,1914,0,47.5764,-122.289,1750,4322,"10",30,13.1480330734687
3,1,1120,8321,6,1120,0,1941,1987,47.5631,-122.091,1980,8671,"9",26,12.9017192000512
3,2.5,1440,2500,7,1440,0,2006,0,47.511,-122.359,1440,5000,"9",5,12.4684407561441
4,2.75,2300,26650,8,2300,0,1950,0,47.7771,-122.362,2000,9879,"5",8,13.1711554463339
3,3.5,2070,11658,8,1370,700,1977,0,47.537,-122.178,1930,8744,"3",20,13.0604901013436
4,1.5,1420,8063,7,940,480,1962,0,47.4174,-122.316,1330,7515,"1",21,12.2307701361574
3,2.25,2010,7495,8,1570,440,1979,0,47.5613,-122.083,2050,8402,"2",10,13.3374763699232
3,1.5,1200,5000,6,1200,0,1979,0,47.5122,-122.357,1440,2500,"8",11,12.3414816493391
2,2,1150,6634,7,860,290,1940,0,47.7001,-122.309,1680,6892,"5",9,13.0058318083369
2,1,1240,7200,7,1240,0,1967,0,47.4971,-122.282,1130,9200,"5",14,12.2783979582618
2,2.5,1900,4871,8,1900,0,2005,0,47.7132,-122.034,1640,4780,"7",29,13.1322661823757
4,2.25,2350,10072,8,2350,0,1980,0,47.7628,-122.168,2210,9687,"8",1,13.1123150617508
3,1,1120,8342,7,1120,0,1976,0,47.3732,-122.116,1190,6660,"3",11,12.2307701361574
1,1,1020,6871,6,1020,0,1937,1946,47.5051,-122.338,1260,6933,"7",30,11.9334499427493
4,2.25,1930,8338,8,1930,0,1968,0,47.7026,-122.285,2280,7616,"3",25,13.2810767750423
2,2.5,2680,7625,9,2680,0,2002,0,47.7094,-122.024,2310,7395,"10",17,13.5669863761797
4,1.75,2660,11315,8,2660,0,1983,0,47.6204,-122.044,1980,11315,"12",18,13.2303223142399
4,2.25,2200,7200,8,1220,980,1958,0,47.5818,-122.296,1940,6000,"10",29,13.3212158754924
3,1.5,1010,7683,7,1010,0,1953,0,47.72,-122.318,1550,7271,"7",8,12.9116448152214
4,2.25,2310,7490,8,2310,0,1980,0,47.4379,-122.192,2310,8480,"5",9,12.676079399771
3,1,920,3863,6,920,0,1970,0,47.5524,-122.27,1080,5150,"9",19,12.782688818819
5,3,3030,4120,7,1930,1100,1913,0,47.6771,-122.319,1280,3090,"2",26,13.5854695236114
3,1.75,1590,9620,7,1590,0,1988,0,47.4815,-122.152,2980,9398,"5",8,12.76283006651
4,2.25,2740,88426,7,2740,0,1991,0,47.4734,-122.006,2740,62726,"6",4,13.2158555419836
3,1,960,10761,6,960,0,1962,0,47.2819,-122.224,960,10761,"7",18,12.1704506492207
3,1.5,2240,7227,9,1440,800,1977,0,47.6208,-122.093,3150,16150,"10",16,13.458837042596
3,2.5,2400,6182,8,2400,0,1998,0,47.5363,-121.87,2420,5829,"3",24,13.1673386550911
5,3.25,2860,20790,7,1800,1060,1965,0,47.7757,-122.295,1920,9612,"11",18,13.2445827800385
4,2.5,2960,5027,7,2960,0,2000,0,47.5328,-121.881,2760,5500,"5",5,13.1223653774023
4,3.25,3770,4103,9,2710,1060,1925,0,47.641,-122.349,2560,4160,"7",7,14.1870748040517
6,3.5,3830,68825,9,3830,0,1995,0,47.4574,-122.003,2410,68825,"2",19,13.4730216574672
4,2,2750,9001,8,2750,0,2008,0,47.457,-122.189,1340,11050,"10",15,12.7159007719611
3,1.75,2100,6874,7,1300,800,1943,0,47.6724,-122.279,2220,5912,"7",17,13.270785106659
4,1.75,1500,8400,7,1200,300,1956,0,47.4531,-122.273,1780,9913,"8",1,12.5774672221691
2,1,710,4618,5,710,0,1925,0,47.64,-122.394,1810,4988,"2",19,12.8346839716157
2,3,2770,10800,8,1910,860,1984,0,47.6082,-122.057,2140,10800,"9",26,13.1323156884536
3,1.75,2050,6720,7,1050,1000,1939,0,47.5058,-122.235,2380,7260,"7",21,12.6914296807143
4,2.25,1960,10275,7,1960,0,1965,0,47.6887,-122.124,1560,10275,"7",14,13.1021627109011
4,2,1770,6000,7,1770,0,1911,1981,47.6493,-122.401,1340,6000,"5",12,13.353476685668
3,2.75,3290,22649,8,3290,0,1993,0,47.5241,-122.193,2750,6119,"6",20,13.2963183651986
4,2,1990,6000,9,1260,730,1956,2015,47.6515,-122.397,1770,6000,"5",1,13.6791190791899
2,1,1760,5250,7,1000,760,1951,0,47.5577,-122.379,1760,5400,"2",22,13.1021627109011
4,3.25,5080,27755,11,5080,0,2001,0,47.5423,-122.111,4730,22326,"12",16,14.4573649704523
