"V1","V6","V10","V12","V13","V14","V15","Class"
42,5310,22,545,2,186,1,"2"
53,2509,22,231,2,-1,0,"2"
36,255,22,970,2,92,2,"2"
27,616,22,685,1,101,1,"2"
43,733,25,282,1,187,3,"2"
28,2503,25,426,1,-1,0,"2"
60,439,25,464,1,321,1,"2"
29,590,25,124,1,-1,0,"2"
35,204,25,236,1,-1,0,"2"
26,567,25,421,1,-1,0,"2"
26,689,25,678,2,-1,0,"2"
28,482,25,119,1,-1,0,"2"
26,5169,25,397,1,35,2,"2"
36,1379,25,189,1,186,1,"2"
28,386,25,867,1,-1,0,"2"
28,0,25,269,1,40,2,"2"
28,957,25,915,2,-1,0,"2"
40,312,25,612,7,-1,0,"2"
24,167,25,288,1,96,2,"2"
56,13094,25,1064,1,-1,0,"2"
34,5086,25,213,4,-1,0,"2"
28,707,25,226,1,-1,0,"2"
37,466,25,377,1,-1,0,"2"
32,152,25,158,2,-1,0,"2"
43,1612,25,262,2,353,1,"2"
36,911,25,117,2,21,3,"2"
29,238,25,344,2,88,1,"2"
54,1561,25,352,3,186,2,"2"
39,1179,25,284,1,-1,0,"2"
35,27,25,214,1,305,1,"2"
29,6,25,315,1,-1,0,"2"
32,654,25,615,4,-1,0,"2"
27,253,25,242,2,-1,0,"2"
32,705,25,414,2,35,4,"2"
33,109,25,601,2,10,7,"2"
24,23878,26,133,1,97,1,"2"
58,3399,26,1078,1,97,7,"2"
43,79,26,640,1,-1,0,"2"
26,243,26,482,1,-1,0,"2"
31,138,26,91,1,285,2,"2"
25,1317,26,176,1,-1,0,"2"
58,2714,26,165,1,287,2,"2"
34,23076,26,243,2,35,6,"2"
48,17964,26,208,2,96,3,"2"
60,846,26,1346,1,-1,0,"2"
21,360,26,131,2,-1,0,"2"
25,326,26,390,1,-1,0,"2"
26,100,26,445,1,-1,0,"2"
38,3576,26,579,1,-1,0,"2"
25,304,26,226,2,-1,0,"2"
26,39,26,396,3,-1,0,"2"
25,3,26,170,1,-1,0,"2"
32,312,26,208,2,98,2,"2"
25,906,26,253,1,-1,0,"2"
21,524,26,185,1,-1,0,"2"
41,1081,27,229,3,-1,0,"2"
30,983,27,189,2,-1,0,"2"
47,2232,27,439,1,103,1,"2"
37,1967,27,242,1,212,1,"2"
34,1406,27,145,1,-1,0,"2"
28,157,27,155,3,-1,0,"2"
24,0,27,122,2,-1,0,"2"
26,2509,27,776,3,97,3,"2"
32,10287,27,281,4,188,1,"2"
30,5359,27,119,1,98,1,"2"
54,384,27,200,1,-1,0,"2"
35,1368,27,329,1,41,2,"2"
54,3076,27,367,2,-1,0,"2"
44,7818,27,412,1,-1,0,"2"
56,4118,27,165,1,-1,0,"2"
25,760,27,223,3,89,2,"2"
25,277,27,311,2,-1,0,"2"
43,132,27,187,2,71,1,"2"
50,253,28,513,9,-1,0,"2"
25,7103,28,188,3,10,1,"2"
55,602,1,324,3,90,2,"2"
57,473,1,295,1,-1,0,"2"
48,1167,1,264,1,-1,0,"2"
25,343,1,377,1,-1,0,"2"
49,1808,1,205,1,95,1,"2"
25,1199,1,287,1,-1,0,"2"
38,70,1,263,1,-1,0,"2"
45,1723,1,166,2,-1,0,"2"
33,1323,1,327,1,-1,0,"2"
45,2552,1,69,1,293,7,"2"
46,5862,1,84,1,-1,0,"2"
26,2613,1,326,1,-1,0,"2"
49,0,1,1460,1,-1,0,"2"
25,938,1,1048,1,-1,0,"2"
53,284,1,781,1,-1,0,"2"
43,1059,1,335,2,-1,0,"2"
49,1684,1,412,2,-1,0,"2"
54,534,1,177,2,-1,0,"2"
47,293,1,251,1,90,1,"2"
34,262,1,339,1,-1,0,"2"
54,0,1,174,1,81,2,"2"
43,2367,1,114,1,38,2,"2"
23,31,1,192,1,-1,0,"2"
48,3842,1,215,2,-1,0,"2"
30,3343,1,235,1,-1,0,"2"
38,25,1,232,2,-1,0,"2"
38,804,1,1087,1,-1,0,"2"
34,1011,1,253,1,-1,0,"2"
52,-528,1,1144,2,-1,0,"2"
27,1840,1,220,1,28,8,"2"
40,1451,1,314,1,-1,0,"2"
47,2351,2,163,2,84,1,"2"
54,1664,2,257,3,-1,0,"2"
26,1623,2,479,1,-1,0,"2"
37,597,2,395,1,-1,0,"2"
37,0,2,107,1,-1,0,"2"
34,611,2,350,1,-1,0,"2"
53,2240,2,282,2,385,1,"2"
26,313,2,199,1,96,2,"2"
44,1954,2,294,1,-1,0,"2"
29,307,2,690,1,-1,0,"2"
26,915,2,384,1,-1,0,"2"
40,7968,2,596,1,-1,0,"2"
47,1147,2,654,1,95,1,"2"
43,2160,2,169,1,-1,0,"2"
52,1005,2,195,1,-1,0,"2"
38,1988,2,103,1,67,4,"2"
33,1117,2,417,1,-1,0,"2"
50,3370,2,160,2,-1,0,"2"
53,109,2,270,1,-1,0,"2"
57,3376,2,421,2,-1,0,"2"
39,1587,2,171,3,-1,0,"2"
42,1376,2,271,2,92,4,"2"
49,523,2,712,1,60,3,"2"
27,15161,2,74,1,120,1,"2"
32,653,2,84,1,-1,0,"2"
38,5115,2,318,1,95,7,"2"
31,64,2,261,2,-1,0,"2"
29,1165,2,245,1,-1,0,"2"
49,7019,2,263,1,368,3,"2"
46,1568,2,310,1,55,6,"2"
57,3109,2,482,2,-1,0,"2"
28,4987,2,924,2,113,21,"2"
37,189,2,253,2,-1,0,"2"
38,2467,2,192,1,-1,0,"2"
49,5887,2,181,3,293,2,"2"
35,1354,2,250,2,-1,0,"2"
54,2587,2,236,2,-1,0,"2"
29,23,2,163,1,55,2,"2"
52,0,2,541,3,-1,0,"2"
34,978,3,262,2,71,1,"2"
60,294,3,206,4,-1,0,"2"
32,409,3,115,2,86,2,"2"
40,595,3,406,2,-1,0,"2"
54,990,3,244,2,-1,0,"2"
27,261,3,592,4,-1,0,"2"
55,27624,3,437,1,-1,0,"2"
29,3846,3,313,2,-1,0,"2"
42,2913,3,705,1,195,1,"2"
33,2240,3,198,1,-1,0,"2"
34,127,3,117,1,-1,0,"2"
52,2104,3,210,2,-1,0,"2"
29,5,3,321,1,-1,0,"2"
39,150,3,296,4,-1,0,"2"
31,882,3,411,1,-1,0,"2"
60,366,3,593,1,-1,0,"2"
25,1189,3,165,1,-1,0,"2"
45,204,3,224,2,-1,0,"2"
29,637,3,340,1,119,1,"2"
55,2383,3,591,2,-1,0,"2"
26,1231,3,385,2,96,5,"2"
30,3340,3,238,3,-1,0,"2"
54,200,3,170,1,-1,0,"2"
39,48,3,539,1,-1,0,"2"
42,576,3,447,2,96,1,"2"
26,2786,3,300,2,72,1,"2"
57,5313,3,200,1,-1,0,"2"
39,201,3,699,1,119,1,"2"
40,694,3,431,2,119,9,"2"
25,389,3,837,1,-1,0,"2"
43,3917,3,725,2,93,1,"2"
36,3158,3,144,2,-1,0,"2"
25,362,3,617,2,-1,0,"2"
39,1293,3,140,2,-1,0,"2"
32,889,3,1076,2,85,3,"2"
43,481,3,187,1,20,1,"2"
50,810,4,510,3,-1,0,"2"
35,52,4,328,2,94,4,"2"
37,108,4,262,2,-1,0,"2"
42,2665,4,280,2,126,11,"2"
42,684,4,207,1,-1,0,"2"
27,2071,4,449,1,-1,0,"2"
27,339,4,182,1,-1,0,"2"
29,572,4,224,1,-1,0,"2"
29,1779,4,400,1,-1,0,"2"
26,132,4,217,1,-1,0,"2"
39,22086,4,160,1,-1,0,"2"
41,0,4,352,2,122,2,"2"
29,205,4,787,1,-1,0,"2"
33,317,4,323,1,80,14,"2"
32,4945,4,160,1,119,2,"2"
43,2987,4,156,1,85,3,"2"
30,419,4,194,1,-1,0,"2"
38,1130,4,96,2,98,1,"2"
55,1662,4,94,2,-1,0,"2"
25,1871,4,136,1,-1,0,"2"
38,1190,4,81,2,391,3,"2"
41,3426,4,102,2,297,3,"2"
31,447,4,327,3,77,3,"2"
35,563,4,147,1,119,3,"2"
31,6,4,121,4,-1,0,"2"
25,594,4,89,2,-1,0,"2"
31,617,4,1161,1,97,2,"2"
34,2918,4,246,1,196,2,"2"
27,538,4,124,2,-1,0,"2"
30,3384,4,578,2,-1,0,"2"
34,303,4,282,3,126,3,"2"
40,985,4,592,3,50,8,"2"
57,126,4,166,2,-1,0,"2"
46,974,5,174,2,80,1,"2"
27,897,5,397,1,-1,0,"2"
28,171,5,324,1,87,1,"2"
28,1633,5,275,1,-1,0,"2"
35,1085,5,199,1,86,7,"2"
58,1980,5,255,1,-1,0,"2"
57,1227,5,232,1,-1,0,"2"
44,1933,5,462,1,-1,0,"2"
25,801,5,255,2,-1,0,"2"
57,1841,5,302,1,-1,0,"2"
25,42,5,149,1,94,1,"2"
21,794,5,191,1,-1,0,"2"
49,905,5,1543,1,-1,0,"2"
54,8295,5,207,1,-1,0,"2"
59,0,5,493,2,-1,0,"2"
28,874,5,509,1,-1,0,"2"
37,4321,5,657,1,-1,0,"2"
55,366,5,365,3,57,2,"2"
30,0,5,159,2,-1,0,"2"
35,471,5,276,2,-1,0,"2"
35,745,5,522,3,-1,0,"2"
31,924,5,207,2,98,1,"2"
41,216,5,577,3,-1,0,"2"
55,9756,5,103,2,95,1,"2"
30,1159,5,366,1,-1,0,"2"
28,3290,5,201,2,-1,0,"2"
31,1766,5,166,2,-1,0,"2"
31,582,5,548,2,-1,0,"2"
53,380,5,438,2,-1,0,"2"
57,256,5,304,2,91,1,"2"
22,682,5,126,2,91,1,"2"
36,92,5,244,7,-1,0,"2"
33,66,5,157,2,-1,0,"2"
37,0,8,257,2,97,1,"2"
46,3434,8,148,2,101,1,"2"
31,252,8,107,3,-1,0,"2"
49,6574,8,138,3,-1,0,"2"
51,2094,8,458,6,-1,0,"2"
34,294,8,301,3,-1,0,"2"
35,1177,8,243,4,-1,0,"2"
35,925,8,200,4,-1,0,"2"
32,8866,9,234,2,83,2,"2"
50,3357,9,239,4,-1,0,"2"
36,3407,9,993,4,85,4,"2"
31,5205,9,529,2,-1,0,"2"
41,254,9,183,2,294,2,"2"
25,3630,9,221,7,-1,0,"2"
24,1506,12,239,2,95,4,"2"
42,4216,12,186,2,-1,0,"2"
25,12,12,126,6,-1,0,"2"
60,544,12,95,7,357,2,"2"
40,10346,15,491,2,207,1,"2"
50,1612,15,532,2,98,2,"2"
34,1539,15,441,1,56,1,"2"
31,131,15,151,1,-1,0,"2"
32,718,15,95,1,-1,0,"2"
60,3547,15,351,6,-1,0,"2"
32,914,15,372,1,-1,0,"2"
52,1306,15,288,1,-1,0,"2"
34,172,15,177,1,-1,0,"2"
59,259,15,415,1,89,1,"2"
56,-1206,15,382,2,-1,0,"2"
47,372,15,257,1,-1,0,"2"
43,3518,15,181,2,-1,0,"2"
25,505,15,284,1,-1,0,"2"
35,71,15,651,1,-1,0,"2"
31,1776,15,220,1,207,1,"2"
27,20585,15,188,1,-1,0,"2"
26,1595,15,155,1,105,1,"2"
37,1000,15,322,1,90,1,"2"
27,138,15,89,2,-1,0,"2"
49,561,15,173,1,-1,0,"2"
26,170,15,129,1,-1,0,"2"
37,189,16,162,2,-1,0,"2"
28,502,16,136,2,-1,0,"2"
33,379,16,263,2,-1,0,"2"
31,14533,16,245,2,-1,0,"2"
28,136,16,355,1,-1,0,"2"
32,689,16,162,3,-1,0,"2"
27,246,17,453,2,-1,0,"2"
59,3735,17,243,3,91,6,"2"
30,8535,18,393,2,-1,0,"2"
30,2567,18,813,4,-1,0,"2"
34,443,18,235,3,-1,0,"2"
38,605,18,1603,10,-1,0,"2"
58,2074,18,259,2,-1,0,"2"
34,2374,18,270,2,314,2,"2"
26,1347,18,280,6,92,5,"2"
59,3648,19,1321,3,-1,0,"2"
49,7443,19,293,5,211,2,"2"
28,442,19,474,3,95,3,"2"
57,10583,22,295,3,-1,0,"2"
83,425,22,883,1,140,1,"2"
61,997,22,269,1,104,1,"2"
64,5966,22,983,1,-1,0,"2"
37,2061,22,459,1,109,3,"2"
68,0,22,586,1,-1,0,"2"
58,4348,23,790,4,141,1,"2"
71,2887,30,128,1,-1,0,"2"
54,1464,30,157,1,-1,0,"2"
37,1315,30,224,1,-1,0,"2"
22,466,30,377,1,-1,0,"2"
44,2383,1,571,2,-1,0,"2"
37,1649,1,140,3,-1,0,"2"
72,132,1,260,2,65,1,"2"
78,2787,1,372,1,-1,0,"2"
26,0,1,261,4,-1,0,"2"
69,482,2,260,2,-1,0,"2"
41,203,2,342,2,-1,0,"2"
44,88,2,275,1,-1,0,"2"
32,2881,2,356,1,-1,0,"2"
79,668,2,363,1,-1,0,"2"
33,73,2,218,1,-1,0,"2"
45,1309,2,367,1,-1,0,"2"
40,2763,2,566,1,395,2,"2"
30,536,2,309,1,-1,0,"2"
42,2959,2,711,1,342,1,"2"
30,930,2,396,1,-1,0,"2"
28,12956,2,940,1,399,3,"2"
58,0,2,478,2,-1,0,"2"
28,9314,2,276,2,-1,0,"2"
39,19,2,503,2,147,5,"2"
31,625,2,135,2,49,3,"2"
45,5511,2,272,1,-1,0,"2"
56,1137,2,176,1,-1,0,"2"
46,1329,3,247,2,-1,0,"2"
56,1044,3,353,2,-1,0,"2"
27,302,3,203,1,-1,0,"2"
30,330,3,264,1,80,1,"2"
26,2857,3,446,1,-1,0,"2"
35,68,3,175,1,-1,0,"2"
52,1524,3,1007,6,-1,0,"2"
54,1633,3,409,2,-1,0,"2"
25,285,3,658,3,-1,0,"2"
41,0,3,438,2,389,1,"2"
24,507,3,257,1,-1,0,"2"
35,0,3,704,1,-1,0,"2"
28,643,3,308,2,-1,0,"2"
62,2785,6,270,3,-1,0,"2"
52,137,6,227,2,-1,0,"2"
23,870,6,316,4,-1,0,"2"
82,8603,7,429,1,-1,0,"2"
63,18016,7,371,1,-1,0,"2"
32,51,7,297,1,-1,0,"2"
31,1032,7,284,1,-1,0,"2"
48,2892,7,407,1,385,1,"2"
37,981,7,682,2,386,1,"2"
40,431,7,180,2,-1,0,"2"
66,203,7,376,1,-1,0,"2"
37,3737,7,224,1,-1,0,"2"
38,7005,7,370,1,412,1,"2"
27,111,7,495,2,-1,0,"2"
58,565,7,876,1,-1,0,"2"
49,889,7,388,1,-1,0,"2"
51,6840,7,257,1,-1,0,"2"
31,202,8,167,1,62,1,"2"
31,307,8,361,1,229,2,"2"
38,0,8,341,1,385,1,"2"
79,429,8,1006,2,-1,0,"2"
71,4388,8,896,2,-1,0,"2"
52,2557,8,340,1,156,1,"2"
55,3122,8,349,1,-1,0,"2"
46,922,8,576,1,-1,0,"2"
28,3796,8,315,2,-1,0,"2"
24,9883,8,210,5,-1,0,"2"
22,185,8,153,1,-1,0,"2"
49,151,8,97,3,-1,0,"2"
20,829,9,253,2,-1,0,"2"
19,103,10,104,2,-1,0,"2"
34,79,10,336,4,-1,0,"2"
73,1609,14,169,2,-1,0,"2"
27,2489,15,323,2,163,2,"2"
59,989,20,125,2,-1,0,"2"
25,58,24,139,5,-1,0,"2"
44,323,28,332,2,181,2,"2"
42,11008,28,822,6,405,1,"2"
28,5474,28,486,5,-1,0,"2"
46,2196,28,573,5,-1,0,"2"
25,219,4,576,1,96,1,"2"
28,1240,4,849,1,-1,0,"2"
61,569,4,219,1,-1,0,"2"
52,1228,4,218,1,-1,0,"2"
57,1660,4,642,1,-1,0,"2"
49,914,4,185,1,-1,0,"2"
33,1699,4,600,1,-1,0,"2"
47,1167,4,505,1,96,6,"2"
68,19317,4,249,1,-1,0,"2"
40,1646,4,173,1,92,5,"2"
46,242,4,120,2,96,1,"2"
29,382,5,409,4,-1,0,"2"
55,2383,5,1019,2,63,2,"2"
30,2666,5,475,2,93,4,"2"
49,1718,5,211,1,-1,0,"2"
48,1147,5,389,1,64,2,"2"
21,216,5,414,1,-1,0,"2"
45,153,5,277,1,-1,0,"2"
43,1791,5,254,1,-1,0,"2"
47,86,5,253,1,97,4,"2"
27,6791,5,179,2,69,26,"2"
20,292,5,385,2,93,1,"2"
47,3940,5,226,3,97,2,"2"
37,1291,5,150,1,97,2,"2"
36,495,5,157,3,97,2,"2"
61,175,5,270,2,-1,0,"2"
53,1624,6,107,1,98,6,"2"
61,3140,6,975,4,98,1,"2"
57,0,6,355,1,-1,0,"2"
40,0,6,131,2,98,6,"2"
53,0,6,1452,1,98,2,"2"
73,5539,6,338,1,-1,0,"2"
65,4717,6,256,1,-1,0,"2"
67,701,6,254,2,-1,0,"2"
66,3,6,550,1,-1,0,"2"
67,405,7,345,2,-1,0,"2"
57,168,7,342,1,-1,0,"2"
38,4297,7,206,2,-1,0,"2"
47,66,7,358,1,-1,0,"2"
56,10532,7,324,1,-1,0,"2"
46,4693,7,79,1,394,2,"2"
32,1536,7,289,2,-1,0,"2"
69,9064,7,714,1,-1,0,"2"
32,6983,7,255,1,-1,0,"2"
72,2,7,147,2,-1,0,"2"
41,1536,7,273,1,95,2,"2"
72,1612,7,530,2,-1,0,"2"
33,1211,7,456,1,-1,0,"2"
37,96,7,155,1,99,2,"2"
26,390,7,325,1,-1,0,"2"
77,638,7,453,1,-1,0,"2"
34,0,7,262,1,99,2,"2"
44,1534,7,166,1,99,2,"2"
42,3403,7,215,1,99,1,"2"
58,687,7,221,1,99,2,"2"
34,7050,7,130,1,-1,0,"2"
55,538,7,353,2,-1,0,"2"
71,2600,7,212,1,-1,0,"2"
41,2226,7,182,2,99,1,"2"
23,0,7,217,1,99,7,"2"
60,1034,7,231,3,-1,0,"2"
18,108,10,167,1,-1,0,"2"
54,10185,10,559,1,70,2,"2"
42,11115,10,187,1,102,1,"2"
32,935,10,161,2,375,5,"2"
59,3444,10,252,1,185,2,"2"
32,1815,10,235,1,102,2,"2"
61,52587,10,290,1,-1,0,"2"
31,10884,10,294,3,98,2,"2"
30,697,10,179,3,102,2,"2"
23,0,10,213,1,-1,0,"2"
42,201,11,265,1,103,3,"2"
42,190,11,704,2,-1,0,"2"
42,94,11,176,2,90,4,"2"
70,1311,11,651,1,-1,0,"2"
57,589,11,167,1,190,5,"2"
60,1853,11,408,1,-1,0,"2"
53,4401,11,254,1,-1,0,"2"
48,201,11,140,1,-1,0,"2"
30,533,11,229,2,99,4,"2"
61,2557,11,139,3,190,1,"2"
39,3840,11,315,2,-1,0,"2"
42,994,11,149,1,78,5,"2"
26,96,11,349,1,70,3,"2"
46,1600,11,1244,1,-1,0,"2"
40,100,11,221,1,461,1,"2"
39,260,11,175,2,116,2,"2"
58,1013,11,206,1,461,1,"2"
42,413,11,589,2,-1,0,"2"
60,631,12,429,2,-1,0,"2"
32,3283,12,623,2,191,2,"2"
44,1070,12,137,2,104,3,"2"
31,181,12,182,1,104,1,"2"
32,484,12,668,2,463,1,"2"
21,123,12,449,1,-1,0,"2"
35,353,12,582,1,-1,0,"2"
50,2794,12,1336,2,-1,0,"2"
36,3850,12,239,2,100,4,"2"
75,2970,12,641,1,-1,0,"2"
20,6991,12,178,2,-1,0,"2"
36,29,12,576,1,-1,0,"2"
57,2223,12,1064,1,-1,0,"2"
41,27696,12,147,2,104,1,"2"
59,116,12,398,4,422,3,"2"
36,2987,12,307,1,-1,0,"2"
61,2,12,131,1,114,3,"2"
18,608,12,267,1,-1,0,"2"
51,1679,12,417,1,365,9,"2"
34,48,12,810,3,93,6,"2"
55,113,12,306,1,457,3,"2"
58,462,12,332,1,-1,0,"2"
33,498,12,338,2,104,1,"2"
43,2643,12,188,3,100,5,"2"
34,1337,12,255,2,104,1,"2"
35,618,12,293,1,104,1,"2"
43,451,12,289,2,-1,0,"2"
74,0,13,562,2,-1,0,"2"
45,11,13,489,5,-1,0,"2"
38,1165,13,784,3,94,10,"2"
77,699,13,425,2,-1,0,"2"
32,2465,13,414,1,-1,0,"2"
29,41,13,148,2,-1,0,"2"
31,35,13,315,2,105,1,"2"
36,341,13,282,1,-1,0,"2"
50,3169,13,399,1,430,1,"2"
44,14,13,234,1,-1,0,"2"
60,523,13,192,3,-1,0,"2"
23,431,13,496,2,-1,0,"2"
56,616,13,293,2,105,2,"2"
76,3324,13,227,2,192,1,"2"
33,227,13,477,2,-1,0,"2"
28,113,13,204,3,105,1,"2"
34,13014,13,738,1,-1,0,"2"
56,9367,13,320,2,101,2,"2"
45,2067,13,393,2,462,1,"2"
36,376,13,479,1,-1,0,"2"
57,842,13,284,3,-1,0,"2"
49,1235,13,354,3,-1,0,"2"
49,1,13,640,2,101,4,"2"
37,775,14,150,2,-1,0,"2"
37,1276,14,156,2,-1,0,"2"
35,18111,14,172,4,-1,0,"2"
46,44,14,225,1,-1,0,"2"
26,255,14,209,2,106,2,"2"
47,926,14,436,1,403,5,"2"
36,1506,14,326,3,-1,0,"2"
36,2843,14,186,1,-1,0,"2"
37,444,14,137,1,102,5,"2"
62,557,14,185,1,-1,0,"2"
26,535,14,125,1,-1,0,"2"
45,2671,14,94,4,-1,0,"2"
33,271,14,801,2,-1,0,"2"
63,896,14,276,2,-1,0,"2"
23,272,14,100,2,-1,0,"2"
25,528,14,201,1,-1,0,"2"
60,209,14,391,3,106,1,"2"
44,226,14,190,3,270,3,"2"
33,1974,14,498,2,191,1,"2"
39,942,14,880,3,267,1,"2"
46,336,14,260,3,457,1,"2"
25,4147,14,211,3,-1,0,"2"
42,-306,17,308,1,459,1,"2"
56,4623,17,348,1,-1,0,"2"
82,276,17,199,1,-1,0,"2"
77,0,17,286,1,-1,0,"2"
36,1189,17,220,1,-1,0,"2"
35,431,17,343,2,397,1,"2"
50,2218,17,711,1,-1,0,"2"
62,1495,17,606,1,196,1,"2"
26,828,17,156,1,199,1,"2"
24,556,18,460,2,-1,0,"2"
55,12972,18,205,1,-1,0,"2"
22,948,18,215,1,197,2,"2"
30,48,18,161,1,173,1,"2"
55,0,18,237,1,-1,0,"2"
34,0,18,148,1,84,2,"2"
31,537,18,216,1,-1,0,"2"
55,1938,18,193,1,386,3,"2"
34,5,18,370,2,-1,0,"2"
49,9131,18,532,1,461,5,"2"
67,443,18,441,1,-1,0,"2"
43,132,19,574,1,84,3,"2"
26,3704,19,238,4,-1,0,"2"
35,2658,19,768,2,141,3,"2"
25,3411,19,225,2,-1,0,"2"
59,1,19,335,1,-1,0,"2"
44,10905,19,240,2,271,1,"2"
42,976,19,164,1,-1,0,"2"
29,2531,19,634,1,-1,0,"2"
32,1270,19,232,3,-1,0,"2"
30,5359,19,145,1,84,2,"2"
38,10596,19,195,1,197,4,"2"
22,691,19,338,1,-1,0,"2"
28,67,20,329,3,199,2,"2"
25,347,20,267,1,-1,0,"2"
34,9962,20,474,1,-1,0,"2"
59,2239,20,377,6,90,1,"2"
27,11862,20,217,1,87,6,"2"
62,0,20,158,1,-1,0,"2"
35,1756,20,195,1,-1,0,"2"
45,4068,20,184,1,-1,0,"2"
46,368,20,293,1,90,4,"2"
34,1406,20,63,2,85,1,"2"
34,197,20,78,3,-1,0,"2"
42,5310,20,273,1,90,3,"2"
20,215,21,228,4,183,1,"2"
60,106,21,216,3,91,1,"2"
47,0,21,374,1,-1,0,"2"
52,363,21,168,1,462,1,"2"
61,1046,21,158,1,-1,0,"2"
25,469,21,273,1,86,1,"2"
65,2326,21,276,1,-1,0,"2"
50,3370,21,531,2,80,2,"2"
22,144,21,116,1,-1,0,"2"
43,733,21,126,1,88,4,"2"
59,474,21,252,1,-1,0,"2"
53,-309,21,343,2,428,2,"2"
38,6728,21,252,4,-1,0,"2"
71,5584,21,534,3,-1,0,"2"
28,61,21,744,1,109,3,"2"
59,1047,21,438,1,184,3,"2"
29,265,24,130,2,94,1,"2"
51,117,24,467,2,88,4,"2"
48,5473,24,232,2,-1,0,"2"
37,106,25,511,1,392,13,"2"
37,127,25,192,1,193,1,"2"
18,3,25,130,2,-1,0,"2"
64,380,25,479,1,-1,0,"2"
69,0,25,412,2,-1,0,"2"
36,255,25,242,6,95,4,"2"
43,2145,25,291,2,95,4,"2"
63,91,26,128,3,-1,0,"2"
70,1853,26,314,1,-1,0,"2"
60,11262,26,323,1,-1,0,"2"
86,0,26,189,1,-1,0,"2"
64,34,26,244,2,-1,0,"2"
72,1129,26,186,1,-1,0,"2"
42,294,26,513,1,-1,0,"2"
60,108,26,624,1,-1,0,"2"
43,1696,26,257,1,474,3,"2"
25,331,26,170,4,-1,0,"2"
57,854,27,700,4,92,1,"2"
28,223,27,157,2,119,1,"2"
36,40,27,259,3,475,4,"2"
66,2048,27,212,1,-1,0,"2"
33,3689,27,445,3,-1,0,"2"
36,539,27,398,2,477,1,"2"
29,590,27,81,1,94,1,"2"
62,780,28,162,2,-1,0,"2"
34,1464,28,207,3,130,5,"2"
29,1311,28,622,1,-1,0,"2"
30,7,28,173,1,164,4,"2"
32,636,28,370,1,116,4,"2"
39,24277,28,261,1,-1,0,"2"
55,1872,28,155,2,93,8,"2"
36,490,28,207,8,98,1,"2"
27,118,31,160,3,98,1,"2"
45,4119,31,473,2,283,1,"2"
55,1504,31,186,3,101,2,"2"
52,2087,31,267,1,474,1,"2"
49,5689,31,470,1,97,3,"2"
25,1231,31,271,2,-1,0,"2"
30,201,31,219,1,157,12,"2"
33,1429,31,268,8,-1,0,"2"
39,119,1,265,2,476,4,"2"
48,17964,1,120,1,98,5,"2"
36,1113,1,212,1,-1,0,"2"
27,1596,1,82,1,-1,0,"2"
51,2635,1,181,1,98,2,"2"
25,162,1,531,2,-1,0,"2"
48,568,2,378,2,386,1,"2"
70,2626,2,140,2,-1,0,"2"
63,4752,2,233,2,-1,0,"2"
34,528,2,121,3,100,5,"2"
46,2552,3,260,1,94,8,"2"
71,653,3,471,1,189,1,"2"
44,2033,3,444,1,99,1,"2"
31,3343,3,365,1,94,1,"2"
32,995,3,331,1,99,2,"2"
40,7968,3,733,1,93,1,"2"
62,0,3,299,1,-1,0,"2"
30,0,4,316,3,-1,0,"2"
55,2587,4,328,2,94,2,"2"
60,5267,4,520,1,-1,0,"2"
57,6468,4,730,1,157,4,"2"
59,4744,4,879,1,-1,0,"2"
31,882,4,293,1,93,1,"2"
26,1231,4,230,1,93,7,"2"
73,3443,4,770,3,-1,0,"2"
30,2568,4,563,1,100,4,"2"
35,80,4,434,2,94,1,"2"
64,1644,7,569,4,-1,0,"2"
36,1354,7,281,3,97,2,"2"
55,602,7,350,1,98,5,"2"
63,1795,7,219,1,-1,0,"2"
35,7918,7,497,1,-1,0,"2"
52,0,7,211,1,294,1,"2"
34,268,7,587,1,-1,0,"2"
36,52,7,351,1,95,6,"2"
31,924,7,231,1,94,3,"2"
45,1411,7,800,2,102,3,"2"
47,3033,8,293,1,-1,0,"2"
50,6574,8,495,1,92,3,"2"
70,0,8,206,1,-1,0,"2"
43,2160,8,261,1,98,1,"2"
18,108,8,169,1,-1,0,"2"
33,409,8,165,1,97,4,"2"
24,726,8,445,2,-1,0,"2"
25,1871,8,260,1,96,1,"2"
26,1094,8,137,1,-1,0,"2"
32,2915,8,519,1,131,2,"2"
25,480,8,140,1,-1,0,"2"
39,1587,8,108,2,98,3,"2"
58,1227,8,400,2,95,1,"2"
42,1205,8,376,2,-1,0,"2"
30,161,8,298,3,-1,0,"2"
76,802,9,475,5,-1,0,"2"
79,723,9,276,1,79,3,"2"
70,6538,9,394,1,-1,0,"2"
35,2161,9,569,3,-1,0,"2"
30,147,9,234,1,100,1,"2"
60,0,9,408,1,-1,0,"2"
50,3764,9,214,2,99,4,"2"
51,1416,9,345,1,-1,0,"2"
71,14220,9,397,1,-1,0,"2"
31,12569,9,344,1,295,1,"2"
32,555,9,344,1,-1,0,"2"
34,158,9,278,2,132,4,"2"
28,261,9,259,2,98,4,"2"
45,786,10,84,3,-1,0,"2"
32,889,10,185,1,99,5,"2"
53,27,10,230,3,-1,0,"2"
38,0,11,260,3,95,3,"2"
56,2815,11,212,1,-1,0,"2"
42,3082,11,285,1,-1,0,"2"
36,495,11,91,1,37,5,"2"
47,1233,11,91,1,100,2,"2"
73,739,11,210,1,-1,0,"2"
46,640,11,108,2,129,2,"2"
