"area","rooms","bathroom","parking_spaces","hoa_.BRL.","rent_amount_.BRL.","property_tax_.BRL.","fire_insurance_.BRL.","totalBRL"
50,2,1,1,230,1100,NA,15,7.22548147278229
77,2,2,0,700,1950,88,26,7.92479591395644
76,2,2,1,825,1600,33,21,7.81601383915903
200,2,1,0,0,2800,NA,50,7.95542508891267
300,5,4,5,0,8500,60,128,9.06981313683921
105,3,2,1,1200,12000,459,155,9.53322065507793
55,1,1,1,480,700,NA,9,7.11882624906208
75,2,2,1,450,1650,NA,25,7.70796153183549
276,3,4,3,2590,7000,594,89,9.2370796691658
70,2,2,1,523,1050,NA,14,7.4312996751559
460,7,5,5,1,9000,3129,136,9.41499403397655
135,4,2,2,1300,6489,467,84,9.02893839224161
64,2,1,1,210,1200,NA,16,7.26332961747684
76,2,1,1,277,700,59,10,6.95368421087054
170,6,4,4,0,7200,NA,109,8.89699855274382
85,2,1,1,735,2150,198,29,8.04334217044161
49,2,1,1,0,1000,0,13,6.92165818415113
128,4,2,0,1100,2000,10,26,8.05102220819068
96,3,2,2,1616,1610,NA,21,8.13446757027756
45,1,1,1,1437,3000,382,39,8.4885879344059
32,1,1,1,1500,3250,300,42,8.5356223268846
37,1,1,0,340,1500,69,22,7.56631101477246
335,4,4,4,0,10000,678,164,9.29109052166129
56,2,1,1,860,1500,90,20,7.81237820598861
330,1,3,8,0,3147,0,48,8.06965530688617
21,1,1,0,0,2800,0,37,7.95085485771999
300,5,5,4,0,6500,525,98,8.87122464440955
373,4,4,4,350,6800,100,121,8.90544431878971
53,2,1,1,600,1200,60,16,7.53743003658651
156,3,3,3,1600,4900,917,63,8.9201217518724
80,2,1,0,180,1250,0,19,7.27931883541462
74,2,2,2,870,3300,270,42,8.40804774415544
103,3,2,1,0,4200,250,64,8.41516046585109
458,8,10,4,0,7000,NA,115,8.9273141110606
98,2,1,0,0,1500,58,25,7.36770857237437
40,1,1,0,1,1000,NA,16,6.93147180559945
65,1,1,0,185,1300,63,17,7.35627987655075
70,1,1,0,430,1300,17,17,7.4759059693674
55,1,1,1,460,3200,30,47,8.22630598801551
129,3,4,3,1650,2500,434,32,8.43750042250699
46,1,1,1,270,750,15,11,6.95368421087054
225,4,4,2,800,4445,NA,79,8.64417820317073
215,3,1,1,1100,4000,NA,51,8.59267165259214
100,3,3,2,120,2000,0,31,7.67415292128168
68,1,1,1,600,1000,48,13,7.41577697541539
82,3,1,1,709,1500,107,20,7.75662333453886
90,2,3,0,620,2150,NA,28,7.95822719232231
250,5,2,6,0,9000,NA,136,9.26397592114209
392,4,4,4,0,10000,NA,151,9.34145634983372
134,3,4,2,1900,7000,466,91,9.15461622320382
53,2,1,1,310,510,16,7,6.73815249459596
165,2,2,0,0,2500,11,33,7.84188592898462
59,2,1,1,270,1400,NA,18,7.65254569269392
55,1,1,1,340,900,50,14,7.17395831975679
80,2,2,1,580,1809,226,9,7.87283617502572
71,2,1,1,950,3140,190,41,8.37147353706683
200,3,3,2,1,5980,175,107,8.74257423767064
47,1,1,0,490,1200,NA,16,7.45760928971561
78,1,1,2,1980,6000,NA,77,9.03300635669327
70,2,1,0,0,1750,NA,26,7.48268182815465
44,1,1,1,520,3500,225,47,8.36474106822456
56,2,1,1,380,1500,40,20,7.57095858316901
70,3,2,2,360,1560,80,21,7.61184239958042
150,3,3,2,1650,4000,142,51,8.67317077287059
60,1,1,0,1400,2000,192,26,8.19395302356374
200,3,4,4,2900,5500,1021,74,9.1586259362895
250,4,5,4,3000,10000,NA,127,9.482731125859
250,4,5,3,0,5000,565,76,8.63799389156194
40,1,1,1,210,1180,NA,18,7.26473017792987
117,4,5,4,1523,3175,711,41,8.60355435706428
104,3,1,0,600,650,NA,9,7.19218205871325
120,3,1,0,800,4500,234,58,8.62927109482159
125,3,2,0,1300,2968,274,40,8.43010908450912
33,2,1,0,300,1900,0,25,7.70796153183549
99,3,2,1,1080,3500,NA,46,8.48032171664033
63,1,1,0,870,2600,NA,33,8.16166045205628
43,2,1,0,586,2000,63,26,7.89207842124812
61,2,2,2,1023,3160,270,41,8.41072094690572
76,2,2,1,1200,3700,167,48,8.54012816269873
52,2,1,1,350,950,84,14,7.24351297466548
39,1,1,0,350,1700,0,22,7.63675211243578
126,3,1,1,1137,2200,125,33,8.15937473677543
305,2,3,0,3500,5000,NA,64,9.13043098874788
80,2,2,0,931,2700,0,35,8.20712916807133
85,2,1,1,450,1700,100,22,7.72885582385254
74,3,2,2,402,2300,NA,34,7.9355873855892
130,3,2,1,1303,2300,172,30,8.24433404785609
113,3,2,1,1000,3000,NA,39,8.31630024903685
108,2,1,3,0,5000,260,76,8.58241897633394
270,4,4,4,0,10800,NA,163,9.37254425185104
111,3,4,3,2500,2700,704,35,8.68946441235669
142,3,2,1,1732,2868,NA,37,8.49392456447688
48,1,1,1,240,1100,NA,17,7.22548147278229
76,3,2,2,365,2500,37,32,7.9844627322622
42,1,1,0,760,2260,147,29,8.06996814905984
500,4,5,4,0,12750,2087,192,9.61787001413323
375,4,4,4,4916,4700,3025,60,9.44943600950432
690,4,5,2,4798,9500,1301,123,9.66275267719152
172,4,4,3,1800,7500,NA,96,9.22926025682869
15,1,1,0,0,700,0,10,6.56667242980324
130,3,2,2,2250,6500,415,84,9.13237883050647
90,3,2,2,1320,1700,NA,22,8.09193345597989
68,3,2,2,550,2700,76,35,8.12029131396856
260,4,4,4,0,14000,NA,211,9.68352643191322
87,2,3,2,1200,3560,492,46,8.57527340249276
80,2,1,0,0,1500,0,23,7.32909373624659
20,1,1,0,602,1800,130,23,7.84619881549743
140,2,1,2,0,5000,584,76,8.64135583403666
45,2,1,1,176,1300,64,17,7.35115822643069
230,3,4,4,1800,10000,715,127,9.44470077849556
125,3,3,2,1550,3000,NA,39,8.56407677731509
80,2,1,0,800,1360,NA,18,7.69074316354187
22,1,1,1,587,4500,NA,58,8.57470709761684
280,4,3,3,0,2167,169,33,7.77064523412918
126,3,4,3,2500,3200,579,41,8.7516327024723
64,3,2,1,600,1620,0,24,7.71646080017636
70,2,1,1,950,3800,NA,49,8.50207955360619
65,2,1,0,0,1200,NA,19,7.13409372119287
98,3,1,0,400,1050,84,16,7.34665516317654
136,3,3,2,230,2700,234,36,8.07121853996986
80,2,2,2,0,2465,0,38,7.82564473221999
54,2,1,1,300,1000,NA,15,7.21964204013074
55,1,1,1,300,1000,50,15,7.21964204013074
190,3,2,1,1800,5100,417,66,8.90707077618269
130,3,2,2,1310,6500,NA,83,9.01578427751389
54,2,1,1,670,1932,73,8,7.89506349809157
200,3,4,4,3300,12000,1167,153,9.71842223507111
150,3,3,2,2100,3600,499,46,8.73969653784302
205,3,4,4,1700,6000,650,77,9.03931477492408
310,3,3,2,0,10400,NA,157,9.26492324974647
250,3,4,4,0,4500,NA,68,8.49760254165123
60,2,1,1,0,1100,NA,14,7.01660968389422
66,2,2,1,750,2980,0,38,8.23456499326713
176,3,4,3,2004,9500,584,121,9.41009246383302
48,1,1,0,250,1300,34,19,7.38025578842646
90,2,1,0,940,3490,234,45,8.45744318701046
67,2,2,1,300,1700,0,25,7.61381868480863
55,2,1,1,160,900,NA,12,6.9782137426307
50,2,2,1,520,1550,NA,20,7.69211333959547
140,3,1,1,1200,4090,0,53,8.58372971521648
18,1,1,0,540,880,NA,12,7.3356339819272
120,4,3,2,0,3250,NA,44,8.10016144693661
50,1,1,0,298,850,15,11,7.06902342657826
220,3,4,3,0,4600,126,70,8.47574600150206
25,1,1,1,1449,3070,700,39,8.56769617358934
230,4,2,1,300,2850,190,38,8.12533508671429
80,2,1,0,0,2200,NA,34,7.71199650704767
180,3,3,2,3000,7000,NA,89,9.24773249119324
62,2,1,0,50,1300,NA,20,7.22329567956231
440,3,2,3,100,10500,84,154,9.29109052166129
200,3,3,3,3162,4790,876,61,9.09268232850795
180,3,2,3,0,5100,250,75,8.59895749321888
300,8,3,0,0,5100,250,91,8.60190191934319
360,6,2,0,1,6000,NA,99,8.82305893430165
55,2,2,0,740,2000,220,26,8.00202481821611
400,4,6,4,0,15000,NA,226,9.74689222031305
19,1,1,0,0,1200,41,16,7.13727843726039
326,4,7,4,0,4200,184,64,8.40043463080604
240,4,4,3,8000,2000,2000,26,9.39524193103352
35,1,1,0,0,1600,0,25,7.39387829010776
110,3,1,0,1100,1800,NA,24,8.02486215028641
103,2,3,2,7000,9000,500,115,9.71842223507111
273,3,5,4,2695,10900,1057,139,9.60177416667137
250,4,5,2,0,8000,NA,121,9.04310445260027
67,2,2,1,413,1240,55,19,7.454719949364
45,1,1,1,2000,4850,334,62,8.88834286910928
19,1,1,0,0,1200,0,16,7.10414409298753
90,3,2,1,1300,2050,NA,27,8.19090888118251
143,3,3,2,1900,8400,539,107,9.30118605527576
75,2,1,1,1200,2380,NA,31,8.24485939591126
115,3,2,1,1200,2900,317,38,8.40200678160712
100,3,2,2,400,2300,165,31,7.97143099776935
63,2,2,1,184,4400,136,56,8.47156801338996
70,2,2,1,1100,2500,NA,33,8.25945819533241
80,3,2,2,400,2500,126,34,8.02649693894541
215,3,4,2,0,5000,NA,76,8.59322787769223
75,3,2,1,550,2125,67,27,7.92660259918138
35,1,1,0,250,1305,0,17,7.36073990305828
400,3,5,4,3830,3500,1419,45,9.08193865717166
109,4,2,3,280,1950,63,29,7.75061473277041
75,2,2,1,684,1800,NA,24,7.86057078553866
23,1,1,0,399,2150,0,28,7.85476918349913
172,4,3,2,1050,8300,180,106,9.17336513585129
73,2,2,1,550,2160,105,28,7.95296679092313
25,1,1,0,240,750,22,11,6.93147180559945
56,2,1,1,420,1050,24,14,7.31920245876785
96,2,1,2,880,1648,80,21,7.87473912517181
240,3,2,3,0,5900,NA,89,8.77801780969814
57,2,1,1,540,3500,135,45,8.3478273457825
130,3,2,1,2000,8700,650,113,9.3467052464967
35,1,1,1,1400,2800,205,36,8.39886000445437
115,3,2,1,826,2300,195,30,8.11731246160197
45,2,1,0,74,1040,NA,16,7.06731984865348
40,1,1,0,450,2390,NA,31,8.00168997809913
95,3,1,1,1434,3500,NA,46,8.55852705490921
60,2,2,1,1680,6000,200,77,8.98193299098687
160,4,2,2,1448,2800,NA,36,8.41005331585833
315,3,4,3,1715,5000,340,64,8.87066300440602
365,4,4,3,3500,8800,NA,118,9.46350863639609
45,2,1,1,284,1100,NA,14,7.24351297466548
108,2,1,0,450,2125,47,28,7.88269220628903
76,3,2,2,450,2200,120,28,7.93701748951545
140,4,3,2,1720,4000,NA,54,8.70930004894499
30,1,1,0,0,750,NA,10,6.70686233660275
50,2,2,1,262,1400,63,18,7.46393660446893
16,1,1,0,0,850,9,11,6.7696419768525
110,2,1,0,260,2100,92,31,7.81762544305337
270,4,4,4,0,10800,800,163,9.37254425185104
125,3,1,0,650,2700,NA,35,8.16848641712668
46,2,1,1,250,970,42,13,7.15148546390474
55,2,2,1,480,2000,9,26,7.83042561782033
82,3,2,2,903,1500,59,20,7.81722278550817
42,1,1,0,682,1800,56,24,7.84893372636407
285,3,2,0,1000,6000,492,80,8.93234456911382
76,2,2,1,500,1350,NA,18,7.53583046279837
338,4,2,2,0,4300,190,66,8.42441979126388
300,6,8,3,0,10900,1917,164,9.471242028893
30,1,1,1,1700,4600,0,59,8.75778365633417
320,5,5,3,320,8000,267,121,9.07211225269274
80,2,1,0,171,1900,50,28,7.67322312112171
43,1,1,0,350,1080,NA,14,7.31455283232408
102,2,2,2,0,3400,248,52,8.21635833238616
47,2,1,1,350,1000,0,13,7.21817683840341
120,4,2,1,1890,12000,367,155,9.57574708283836
178,3,3,3,1840,7500,NA,100,9.20863892533642
27,1,1,0,0,1480,0,19,7.3132203870903
174,4,2,1,1682,2400,500,31,8.4368504387337
40,1,1,1,350,1780,0,23,7.67508185771633
64,1,2,1,800,2600,0,33,8.14148104145742
252,3,4,1,250,2500,165,34,7.98956044933387
85,2,1,0,400,870,NA,13,7.20042489294496
101,3,2,2,1097,3200,NA,41,8.44634145044429
44,1,2,0,140,1350,NA,20,7.38461038317697
200,3,2,1,1618,2380,NA,31,8.34069464792507
55,2,2,1,202,1000,67,14,7.15773548424991
200,4,3,3,2400,6400,NA,82,9.0918946167697
240,3,3,3,4132,3800,952,49,9.09761950191206
90,3,2,1,1270,3170,225,41,8.45680604140114
31,1,1,0,330,1330,NA,17,7.42535788702715
240,4,3,4,2677,7200,NA,96,9.22335530905368
118,4,3,3,920,2500,326,34,8.23774380389093
350,4,5,2,0,15000,NA,226,9.67350819021264
65,3,2,1,526,2090,21,27,7.88795933659994
145,3,2,1,2400,5800,NA,75,9.07977600195507
93,3,2,2,1000,3400,209,44,8.44548234386224
98,1,2,2,1750,8400,580,107,9.29109052166129
174,3,1,2,0,3600,NA,55,8.27893600229198
160,4,4,3,1646,4700,NA,60,8.8758461777386
200,4,5,3,1650,3700,600,47,8.69918135930895
80,2,2,2,50,1850,NA,28,7.6506445514369
50,2,1,1,520,1490,0,19,7.61579107203583
115,3,3,3,655,3100,272,42,8.31139827843664
20,1,1,0,602,1800,130,23,7.84619881549743
12732,3,2,0,700,1600,96,21,7.79069603117474
38,1,1,0,330,3000,38,39,8.13388088794921
42,1,1,1,260,1200,65,18,7.34213173058472
380,2,4,0,3490,6800,2863,87,9.49107335533976
70,2,1,1,500,1500,63,20,7.64204440287326
37,1,1,1,1700,1196,NA,16,7.97693875695943
31,1,1,0,400,1350,67,18,7.51534457118044
156,2,4,2,2690,10000,520,127,9.49859727917881
100,3,3,2,1100,4350,NA,56,8.67539280608978
50,2,1,1,226,750,NA,10,6.89467003943348
116,2,2,2,1215,8000,NA,102,9.16617947619041
25,1,1,0,20,1200,NA,19,7.14282740116162
260,4,5,0,1920,13000,NA,174,9.6310881036155
102,2,1,0,407,1600,103,24,7.66622192566273
160,2,3,2,1500,4210,225,54,8.6978466911095
95,3,2,2,882,2200,173,30,8.09742629859721
189,4,4,4,2326,12000,817,153,9.63567346472181
22,1,1,1,450,1900,84,25,7.80791662892641
400,4,3,3,0,7000,900,106,8.98807143807263
280,4,4,5,850,6500,384,87,8.96469555531546
45,1,1,0,340,950,NA,14,7.20563517641036
50,2,1,1,650,1260,100,16,7.614312146452
61,3,2,0,400,1500,NA,20,7.60936653795421
100,2,2,1,860,1600,0,21,7.81681996576455
78,2,2,1,560,2750,0,35,8.11552088154677
140,3,2,1,1900,5000,334,65,8.89562962713648
220,3,4,2,2000,3900,750,50,8.81001204797317
105,3,2,2,350,1500,135,20,7.60389796852188
550,3,3,5,0,7500,350,123,8.9839415279413
250,4,6,4,3000,14500,875,184,9.8288178841991
30,1,1,0,700,1550,58,20,7.75319426988434
90,2,3,2,1054,2100,196,28,8.12533508671429
110,2,3,2,1500,2310,409,30,8.35467426191846
65,2,2,2,717,2000,0,26,7.91717198884578
160,1,4,2,1000,3500,10,45,8.42420032456707
34,1,1,1,550,3800,109,49,8.41383067842108
65,2,1,1,500,950,NA,14,7.31521838975297
355,4,5,5,5700,15000,NA,191,10.0804196120456
100,2,1,0,750,1200,1680,16,8.20166019080868
320,3,3,2,2000,8500,340,108,9.30118605527576
42,1,1,0,480,1900,NA,25,7.82003798945875
79,2,2,1,678,2800,4,36,8.16593213732158
130,2,2,2,1750,3000,284,39,8.53188474015923
84,2,2,0,850,6000,250,77,8.87877607170755
300,3,3,4,1,3800,450,58,8.36869318309779
74,2,1,1,650,1700,NA,22,7.77191025643576
450,4,4,3,0,11500,875,173,9.43755562266045
27,1,1,0,100,960,75,15,7.04838640872188
84,3,2,2,900,2800,NA,36,8.40670845824097
93,3,3,0,1221,5500,367,70,8.87612558539618
58,2,2,2,450,2550,NA,38,8.01928379291679
130,3,2,0,0,1400,NA,22,7.26752542782817
35,1,1,1,1050,2600,NA,33,8.29429960885724
156,3,2,1,1500,5500,267,70,8.90082160491523
250,4,3,3,0,5000,NA,76,8.59618919764273
109,3,2,2,400,1800,NA,24,7.76429600645052
40,1,2,1,550,807,43,3,7.24708058458576
75,3,2,1,487,1280,NA,18,7.54697411751653
100,3,3,2,980,6300,NA,80,8.96852355539635
60,2,1,1,545,1210,75,16,7.52131798019924
110,3,3,2,560,3200,88,49,8.26821888006751
63,3,1,1,200,1000,65,14,7.15461535691366
550,3,5,8,0,10000,NA,151,9.54545454398782
112,3,2,2,1239,2670,188,34,8.32651683023953
115,3,2,1,0,10000,NA,151,9.22532750178443
65,2,1,1,566,1100,84,15,7.47647238116391
65,3,2,2,180,913,90,13,7.08757370555797
200,4,2,1,2188,4250,400,55,8.83840674707681
46,2,1,1,750,1800,NA,24,7.9391588179568
320,4,5,4,0,7000,700,106,8.96277604612029
140,3,2,0,1345,3200,300,42,8.49453850085143
87,3,3,2,1300,4000,NA,59,8.61431990214696
78,1,1,1,775,2300,128,31,8.081784206935
25,1,1,0,290,2000,130,26,7.80261806344267
50,2,2,1,560,2800,NA,36,8.15017926968233
40,1,1,0,530,1949,100,26,7.86557175768479
30,1,1,1,0,500,0,7,6.23048144757848
65,3,1,1,175,1100,0,15,7.16317239084664
181,3,3,2,286,2400,1300,43,8.30152165494073
503,5,5,4,0,6000,NA,99,8.78063379949498
50,1,1,0,0,1200,0,19,7.1066061377273
180,3,3,1,2300,6500,117,84,9.10520205385288
180,3,3,2,2000,7200,900,92,9.22926025682869
75,2,1,0,180,1600,0,24,7.49831587076698
70,3,2,1,377,950,NA,13,7.25205395185281
40,1,1,0,0,2000,0,30,7.61628356158038
100,3,2,1,450,1600,50,21,7.66011431917393
22,1,1,1,471,2200,NA,28,7.92117272158701
50,2,2,1,400,1200,124,16,7.46221493976819
90,3,1,2,1250,4100,300,52,8.64874763115654
150,3,3,2,0,3400,NA,56,8.2220164372022
20,1,1,0,150,3142,NA,40,8.13153071060425
120,2,1,1,0,3500,100,53,8.20357773693795
50,2,2,1,440,1450,50,19,7.58069975222456
93,2,2,1,200,1200,NA,16,7.3004728142678
18,1,1,0,0,1720,0,22,7.46336304552002
30,1,1,0,260,1490,15,22,7.48885295573346
80,2,1,1,484,1600,NA,21,7.71467747380093
46,1,1,1,450,1500,46,22,7.61035761831284
90,2,2,0,735,1000,97,13,7.5207764150628
75,2,2,0,591,2400,150,31,8.06243279158319
136,4,3,3,1240,3900,434,52,8.63533171943328
30,1,1,0,70,1100,9,14,7.08506429395255
58,2,2,1,761,1190,105,16,7.63675211243578
95,2,2,0,621,1550,NA,20,7.72929567431048
39,1,1,0,290,550,NA,9,6.77308037565554
170,4,3,3,1800,6000,NA,80,9.07817946837384
59,2,1,1,437,1000,20,13,7.29369772060144
46,1,1,1,870,2500,158,34,8.17835816560584
124,3,1,0,1200,1200,100,16,7.83082299513532
160,4,3,2,1550,6200,375,80,9.01262087300213
85,3,1,1,275,1600,62,22,7.58069975222456
80,2,1,1,800,2499,NA,33,8.14612951002541
50,1,1,1,718,1600,13,21,7.76344638872736
110,3,3,3,1250,4500,NA,58,8.72648119644001
62,2,1,1,100,1050,84,14,7.13009851012558
500,4,6,6,0,5510,2084,83,8.94611437556074
230,3,4,2,2662,5900,680,75,9.13970329237674
115,3,3,1,485,1750,NA,24,7.79646924308606
285,4,4,2,0,3000,200,50,8.08671792030391
89,3,3,2,965,3800,NA,49,8.51016857647927
49,2,1,1,503,985,NA,13,7.31455283232408
500,4,6,4,0,15000,434,246,9.66020506738103
35,1,1,1,444,3486,124,45,8.3187422526924
58,2,1,1,300,1350,25,20,7.43602781635185
300,4,5,2,0,6000,NA,91,8.71473171401505
58,1,1,0,309,700,28,11,6.9555926083963
800,5,7,6,1,15000,2051,226,9.75736291105399
60,2,1,1,600,3300,67,42,8.29654652030061
200,4,4,2,0,5525,NA,84,8.66163979578127
420,4,5,4,600,7225,584,109,9.05005424204284
165,3,2,0,0,3000,NA,46,8.06337782236703
260,4,3,4,0,4500,480,74,8.52813313145457
55,2,1,0,0,1600,NA,25,7.42416528104203
55,1,1,0,585,800,0,11,7.24208235925696
47,2,1,0,0,1600,0,21,7.39141523467536
38,1,1,0,819,1650,0,21,7.82043951526218
60,2,1,0,0,1800,72,28,7.55013534248843
90,3,2,1,500,1800,183,24,7.82724090175281
70,2,1,2,222,1600,100,22,7.57301725605255
41,1,1,1,2100,3200,355,24,8.6447065117152
35,1,1,1,444,3486,124,45,8.3187422526924
70,2,1,1,628,3100,108,40,8.26281693767093
43,1,1,1,518,900,45,12,7.29709100516042
80,1,1,0,0,4000,NA,52,8.34355383500512
251,3,3,4,3000,12000,1463,160,9.71842223507111
185,4,5,4,2800,7100,1081,90,9.31208435585947
520,3,4,2,0,9000,1500,136,9.27246974344173
30,1,1,0,50,1150,50,15,7.14361760270412
387,3,5,3,4600,7000,1334,89,9.47431871772873
65,2,2,1,532,1820,49,24,7.793999089504
155,3,3,2,0,2650,233,40,7.98070782086967
90,2,1,0,0,1380,21,21,7.26052259808985
61,2,1,2,350,2200,1,33,7.85748078694253
60,2,1,0,0,1100,56,14,7.06561336359772
250,4,4,4,2600,3600,NA,46,8.73985662749357
57,2,1,1,225,800,0,11,6.94408720822953
36,1,1,1,323,2150,85,28,7.85825418218603
231,3,5,4,2200,12000,642,153,9.61587214452889
67,3,1,1,592,2900,150,37,8.21066803116298
120,1,2,2,3100,4200,750,54,9.00023643416978
215,3,4,2,1800,7000,450,89,9.14206153122289
100,4,3,1,750,2240,NA,29,8.01862546504575
50,2,1,1,430,1150,9,15,7.38087903556412
40,1,1,1,1300,1200,68,18,7.85825418218603
20,1,1,0,602,1800,130,23,7.84619881549743
96,2,2,2,800,4000,NA,51,8.54188580400661
42,1,1,0,250,985,49,15,7.17011954344963
37,1,1,0,335,1600,67,24,7.614312146452
110,2,2,1,250,1453,NA,22,7.46508273639955
25,1,1,0,20,1200,NA,19,7.14282740116162
96,2,2,2,1200,1600,400,21,8.07775756373692
98,3,2,0,580,1580,61,21,7.71556953452021
70,2,1,0,350,1050,116,14,7.33367639565768
127,1,2,1,850,6300,440,82,8.94546295217767
138,3,3,2,960,3000,100,39,8.3187422526924
79,2,2,1,838,1664,60,22,7.85748078694253
45,1,1,0,0,1030,0,16,6.95368421087054
35,1,1,0,0,1100,84,17,7.09174211509515
180,3,4,3,2800,9000,1125,115,9.4758535196569
220,3,5,3,2000,7900,417,101,9.25157827999243
72,2,2,2,500,2100,56,31,7.89655270164304
150,3,3,0,850,6000,467,78,8.90869459250701
40,1,1,1,0,1300,68,20,7.23633934275434
45,2,1,1,375,1756,NA,23,7.68570306123455
100,3,3,1,300,1400,0,19,7.4500795698075
140,3,2,2,1480,3700,NA,47,8.59322787769223
313,3,3,4,650,4500,NA,66,8.58802437217683
25,1,1,0,270,2600,67,33,7.99665387546261
300,5,4,5,0,4080,NA,63,8.38434727808281
28,1,1,0,200,500,NA,8,6.59850902861452
249,4,4,3,0,6800,0,103,8.83985623276326
112,4,2,1,765,1880,NA,28,7.91899248816525
50,2,1,1,268,900,33,14,7.10332206252611
80,2,2,2,1770,3000,NA,39,8.48652777710535
117,2,1,0,0,2000,NA,33,7.70751219460034
85,2,2,1,500,2800,NA,41,8.14380797677148
45,1,1,0,265,1275,0,17,7.35115822643069
76,3,2,2,679,3400,201,44,8.37216741936598
30,1,1,0,1100,505,85,7,7.43720636687129
20,1,1,1,0,950,75,14,6.94697599213542
250,2,2,8,0,4500,459,68,8.52277756971014
60,2,2,1,862,2514,NA,32,8.1341742721379
65,2,2,1,680,1300,NA,19,7.66949525100769
55,1,1,1,600,2230,0,29,7.9585769038139
150,2,1,2,0,5500,NA,83,8.62766064444221
55,2,1,1,450,1700,111,22,7.7336835707759
40,1,1,0,0,650,0,10,6.49375383985169
27,1,1,0,0,2400,25,31,7.80669637252118
99,3,3,1,600,2500,167,37,8.10319175228579
100,3,2,1,1300,4190,181,54,8.65277248565806
425,3,4,4,5719,11000,3084,140,9.90053319270969
44,2,1,1,400,1340,NA,17,7.47193207824512
76,1,1,1,0,1400,17,22,7.27239839257005
100,3,2,1,1200,6650,NA,85,9.0040539377284
380,4,5,4,0,8500,857,140,9.15883652910907
292,4,3,3,2700,11480,709,146,9.61787001413323
350,5,3,6,0,5670,1084,86,8.830689198761
420,4,5,0,0,6460,1480,98,8.99205997632796
100,2,1,1,1700,5000,0,65,8.81966534934065
80,2,1,0,0,1150,75,16,7.12447826249342
61,2,1,1,210,1700,50,25,7.59387784460512
48,2,1,0,250,700,18,9,6.88550967003482
100,3,2,8,0,2000,82,31,7.65633716643018
50,2,1,1,611,2895,133,37,8.20985248130127
141,4,3,1,1200,4320,NA,55,8.72029728739272
25,1,1,0,160,620,15,8,6.68959926917897
60,1,1,0,0,800,0,13,6.70196036600254
75,2,1,0,260,880,38,13,7.0833878476253
45,2,1,1,380,1598,0,21,7.60090245954208
74,2,2,0,550,2700,NA,40,8.11402544235676
38,1,1,0,60,950,NA,13,6.93147180559945
47,1,1,1,400,2200,0,33,7.87625888230323
63,2,3,1,690,2114,NA,27,8.00034949532468
33,1,1,0,220,900,90,12,7.10906213568717
40,1,1,0,370,3400,NA,44,8.26590733415575
180,3,3,2,350,2800,150,38,8.11342663994365
56,2,2,1,542,1510,NA,20,7.6980291702728
250,4,2,8,0,13040,NA,197,9.52813934333178
400,4,3,3,0,7000,613,115,8.95273476710687
120,4,3,2,0,3250,NA,44,8.10016144693661
200,4,3,1,2400,6800,534,88,9.19248185367487
200,3,3,2,4200,7225,642,92,9.405989388981
63,2,2,1,250,2500,0,32,7.93128476152589
54,1,1,1,1250,3850,209,49,8.58653266949485
80,3,2,3,1150,1615,160,21,7.98854298273769
110,3,1,1,1000,3000,30,39,8.31139827843664
88,2,3,2,980,6835,NA,44,8.96954188542325
90,3,2,1,0,1890,0,31,7.56112158953024
291,4,3,2,2600,5400,434,69,9.04829192002178
48,2,1,1,410,1400,30,21,7.52940645783701
70,2,1,2,771,2100,NA,27,7.99091546309132
193,4,4,4,1700,9000,917,115,9.36999018950572
170,4,4,3,4000,1440,834,19,8.74735207762435
30,1,1,0,0,1200,0,19,7.1066061377273
86,1,2,1,1800,6500,375,83,9.07783702216309
50,1,1,1,400,700,26,9,7.0352685992811
40,1,1,0,295,1100,NA,15,7.25205395185281
72,2,2,1,864,2500,NA,32,8.19726337141434
47,1,1,0,100,1000,76,13,7.08170858610557
60,2,1,1,550,1200,55,16,7.5076900778199
55,1,1,0,795,2410,NA,32,8.10922495308995
462,4,6,0,1320,7600,884,102,9.20099685697303
280,4,4,3,1000,6500,458,87,8.99293035250973
230,6,4,8,0,10000,NA,151,9.22532750178443
100,3,2,3,880,2300,233,31,8.14467918344776
69,2,1,1,733,1400,NA,18,7.71868549519847
50,2,1,1,800,3400,200,44,8.399535147948
71,3,2,2,630,2190,92,28,7.986504938554
163,3,4,3,2900,3000,822,39,8.81907398326783
450,4,5,3,2600,7500,825,97,9.30755782269154
29,1,1,0,250,1042,NA,8,7.18916773842032
70,2,2,0,950,2140,125,28,8.0845624152353
40,1,1,0,180,850,NA,13,6.98933526597456
22,1,1,0,180,800,20,12,6.92067150424868
299,4,5,4,3103,6300,1096,80,9.26681521890416
73,3,2,2,550,2520,192,32,8.10016144693661
440,6,7,0,0,5950,2320,90,9.03133331615006
330,4,5,5,4913,3911,NA,50,9.31027620058878
600,3,4,4,0,3300,186,59,8.17357548663415
195,3,3,0,1300,10000,NA,129,9.37593955262575
62,3,2,1,500,2000,125,26,7.88306935130575
230,3,6,5,2200,11050,1500,141,9.6085122825902
64,2,1,1,400,1090,NA,14,7.33302301438648
60,2,1,1,470,1400,NA,18,7.55747290161475
76,2,2,2,1250,3300,226,43,8.48052920704465
230,3,3,1,1580,5800,589,74,8.99268175089254
200,2,2,1,0,2300,NA,35,7.79482315217939
25,1,1,0,0,1800,40,24,7.53101633207792
90,2,1,1,1000,3000,50,39,8.31630024903685
100,3,3,2,1200,3000,305,40,8.42200300441249
382,4,4,4,2190,3200,710,41,8.72290570100077
