"age","height_cm","weight_kg","release_clause_eur","club_joined","wage_eur"
18,176,68,1200000,1.5935616e+18,6.31173480915291
18,187,80,1200000,1.6302816e+18,6.62140565176413
18,182,75,1300000,1.6262208e+18,6.62140565176413
20,185,75,878000,1.6250976e+18,6.90875477931522
18,176,64,1300000,1.6263072e+18,7.60140233458373
18,181,74,1300000,1.6263072e+18,7.60140233458373
22,177,70,578000,1.6263936e+18,6.90875477931522
28,188,80,350000,1.6250976e+18,7.60140233458373
19,180,70,808000,1.6250976e+18,6.90875477931522
18,191,76,1200000,1.6250976e+18,6.21660610108486
21,190,83,850000,1.4988672e+18,7.60140233458373
21,180,71,975000,1.6250976e+18,6.90875477931522
19,180,71,926000,1.6263936e+18,6.47850964220857
20,181,72,1100000,1.62648e+18,6.90875477931522
19,182,72,1100000,1.625184e+18,8.5173931714189
21,187,85,736000,1.6268256e+18,6.31173480915291
27,180,74,480000,1.6250976e+18,7.60140233458373
21,182,73,1200000,1.6255296e+18,6.90875477931522
18,178,68,950000,1.6270848e+18,6.21660610108486
28,191,83,320000,1.4673312e+18,6.21660610108486
21,188,81,831000,1.6250976e+18,7.60140233458373
24,186,81,503000,1.6250976e+18,8.00670084544037
20,175,55,1200000,1.6250976e+18,7.60140233458373
21,173,63,950000,1.6250976e+18,7.60140233458373
17,185,70,1100000,1.6250976e+18,6.21660610108486
21,173,66,736000,1.6261344e+18,6.31173480915291
20,181,68,990000,1.6271712e+18,8.69968140098951
19,192,78,914000,1.5304032e+18,6.62140565176413
18,172,64,1200000,1.627776e+18,7.60140233458373
18,192,80,1300000,1.6250976e+18,7.60140233458373
21,178,76,689000,1.627776e+18,6.31173480915291
22,180,71,1e+06,1.6250976e+18,7.60140233458373
18,186,74,1400000,1.6055712e+18,6.90875477931522
19,185,74,1200000,1.6250976e+18,6.90875477931522
18,182,75,788000,1.6257888e+18,6.21660610108486
18,180,81,1700000,1.6250976e+18,7.60140233458373
24,193,85,548000,1.6250976e+18,7.60140233458373
24,175,70,543000,1.6285536e+18,6.90875477931522
19,175,65,1100000,1.5571872e+18,6.80350525760834
22,181,70,831000,1.625616e+18,6.80350525760834
21,180,75,963000,1.6105824e+18,6.90875477931522
19,187,83,950000,1.6288992e+18,7.60140233458373
18,188,86,1300000,1.6288992e+18,6.90875477931522
20,178,74,875000,1.6250976e+18,6.90875477931522
20,181,78,784000,1.6289856e+18,6.90875477931522
18,171,65,1400000,1.6289856e+18,6.90875477931522
18,175,71,1400000,1.6289856e+18,7.60140233458373
21,195,85,990000,1.5619392e+18,6.90875477931522
20,182,72,1500000,1.6172352e+18,6.21660610108486
19,179,70,1400000,1.6250976e+18,8.00670084544037
22,182,75,9e+05,1.6250976e+18,6.90875477931522
22,180,75,9e+05,1.6250976e+18,6.90875477931522
23,178,73,1e+06,1.6250976e+18,7.60140233458373
18,188,79,1300000,1.6288992e+18,6.90875477931522
19,175,70,698000,1.6094592e+18,6.21660610108486
19,177,77,736000,1.6094592e+18,6.21660610108486
19,181,77,1500000,1.5463008e+18,6.21660610108486
19,189,82,698000,1.5778368e+18,6.21660610108486
19,177,75,736000,1.5778368e+18,6.21660610108486
18,185,82,988000,1.5778368e+18,6.21660610108486
19,182,80,736000,1.5463008e+18,6.21660610108486
18,179,75,1500000,1.5778368e+18,6.21660610108486
18,174,64,1300000,1.6250976e+18,6.68586094706836
36,194,97,39000,1.582848e+18,6.90875477931522
35,180,70,93000,1.48392e+18,7.60140233458373
36,186,75,70000,1.5175296e+18,7.60140233458373
34,184,76,44000,1.4836608e+18,6.47850964220857
34,187,80,44000,1.4524704e+18,6.62140565176413
34,183,80,47000,1.5652224e+18,6.21660610108486
29,183,71,279000,1.619136e+18,6.21660610108486
30,190,98,264000,1.5787872e+18,6.21660610108486
31,185,86,171000,1.5561504e+18,6.21660610108486
29,178,76,310000,1.5120864e+18,6.31173480915291
31,179,77,218000,1.5304032e+18,6.21660610108486
32,182,88,163000,1.4522112e+18,6.47850964220857
27,193,88,423000,1.4988672e+18,6.21660610108486
26,179,69,341000,1.608336e+18,6.21660610108486
33,187,84,88000,1.483488e+18,6.90875477931522
25,173,64,502000,1.567296e+18,7.60140233458373
26,196,91,383000,1.6278624e+18,6.90875477931522
29,191,86,242000,1.5304032e+18,6.39859493453521
31,183,71,264000,1.4832288e+18,8.00670084544037
24,180,85,502000,1.6280352e+18,7.60140233458373
30,175,74,264000,1.325376e+18,7.60140233458373
25,179,71,390000,1.4516064e+18,6.21660610108486
32,178,72,248000,1.4832288e+18,8.00670084544037
27,185,73,341000,1.6171488e+18,7.60140233458373
27,183,78,341000,1.5512256e+18,7.60140233458373
27,176,70,299000,1.6249248e+18,6.21660610108486
31,172,71,264000,1.48824e+18,7.60140233458373
23,185,77,820000,1.6250976e+18,6.90875477931522
26,189,88,397000,1.5643584e+18,7.60140233458373
26,171,57,414000,1.601856e+18,8.00670084544037
24,198,90,331000,1.628208e+18,6.21660610108486
39,173,70,109000,1.3582944e+18,6.90875477931522
23,182,69,7e+05,1.5343776e+18,6.21660610108486
33,178,75,155000,1.6007328e+18,7.60140233458373
24,178,68,656000,1.593648e+18,6.21660610108486
24,172,68,447000,1.6067808e+18,6.21660610108486
25,181,71,364000,1.5516576e+18,6.55250788703459
27,174,68,305000,1.4200704e+18,6.90875477931522
27,179,66,297000,1.5972768e+18,6.21660610108486
22,186,82,743000,1.6250976e+18,7.60140233458373
22,185,74,780000,1.4572224e+18,6.90875477931522
24,190,80,502000,1.5298848e+18,7.60140233458373
25,184,78,713000,1.6269984e+18,7.60140233458373
24,190,83,9e+05,1.6255296e+18,6.21660610108486
28,168,63,279000,1.5821568e+18,7.60140233458373
23,181,81,398000,1.4962752e+18,6.21660610108486
23,187,72,820000,1.5994368e+18,8.69968140098951
23,182,71,580000,1.451952e+18,6.90875477931522
21,181,80,945000,1.5311808e+18,8.5173931714189
22,178,71,878000,1.4514336e+18,8.00670084544037
28,184,83,278000,1.551312e+18,6.90875477931522
24,180,80,580000,1.6112736e+18,6.47850964220857
23,185,84,550000,1.579824e+18,7.60140233458373
23,182,78,620000,1.630368e+18,6.21660610108486
21,176,70,725000,1.55304e+18,6.21660610108486
22,183,77,829000,1.626048e+18,7.60140233458373
24,179,70,428000,1.566864e+18,6.21660610108486
23,171,64,760000,1.5329952e+18,8.5173931714189
25,184,78,374000,1.6133472e+18,6.21660610108486
24,188,75,668000,1.5619392e+18,6.21660610108486
22,174,63,659000,1.6123104e+18,6.21660610108486
23,169,60,740000,1.6297632e+18,7.60140233458373
26,188,77,292000,1.3569984e+18,6.74641212857337
21,181,74,1100000,1.6257024e+18,8.29429960885724
23,188,77,580000,1.5457824e+18,6.74641212857337
22,178,70,808000,1.6015968e+18,8.29429960885724
21,182,84,810000,1.4988672e+18,8.00670084544037
22,180,77,660000,1.4988672e+18,6.68586094706836
22,168,62,833000,1.6250976e+18,6.90875477931522
20,192,79,619000,1.4988672e+18,6.21660610108486
24,196,96,419000,1.4918688e+18,7.60140233458373
24,180,75,406000,1.4685408e+18,7.60140233458373
21,174,70,990000,1.4991264e+18,8.69968140098951
24,179,85,435000,1.5015456e+18,6.90875477931522
23,185,79,659000,1.4998176e+18,6.90875477931522
22,180,80,653000,1.626048e+18,7.60140233458373
21,193,78,878000,1.6281216e+18,7.60140233458373
23,185,80,743000,1.6250976e+18,6.21660610108486
23,174,70,786000,1.5660864e+18,7.60140233458373
22,176,80,780000,1.612224e+18,7.60140233458373
22,173,70,829000,1.602288e+18,7.60140233458373
22,184,70,653000,1.6105824e+18,6.85751406254539
24,187,88,744000,1.5499296e+18,6.90875477931522
23,175,66,525000,1.6075584e+18,6.21660610108486
22,195,75,786000,1.6284672e+18,8.00670084544037
23,185,76,788000,1.6291584e+18,6.55250788703459
23,178,65,518000,1.4974848e+18,8.00670084544037
21,172,64,1100000,1.4988672e+18,7.60140233458373
23,170,60,740000,1.5147648e+18,8.29429960885724
24,184,75,435000,1.5147648e+18,6.68586094706836
20,188,75,891000,1.5169248e+18,6.90875477931522
29,188,77,210000,1.6308864e+18,6.90875477931522
26,196,93,347000,1.610064e+18,6.90875477931522
22,183,78,701000,1.5194304e+18,7.60140233458373
21,195,81,829000,1.6278624e+18,6.90875477931522
20,170,64,935000,1.5991776e+18,8.5173931714189
21,183,70,829000,1.6002144e+18,6.90875477931522
21,183,70,829000,1.5619392e+18,7.60140233458373
25,174,70,331000,1.610496e+18,6.85751406254539
20,185,70,619000,1.59408e+18,6.90875477931522
21,186,75,975000,1.6269984e+18,7.60140233458373
22,191,83,945000,1.4988672e+18,8.5173931714189
20,194,81,544000,1.6021152e+18,6.21660610108486
19,185,82,988000,1.5129504e+18,6.62140565176413
22,186,82,8e+05,1.5304032e+18,7.60140233458373
19,175,68,984000,1.6121376e+18,6.31173480915291
23,168,62,855000,1.6252704e+18,7.60140233458373
20,175,65,743000,1.5325632e+18,7.60140233458373
20,180,70,926000,1.5257376e+18,6.90875477931522
25,189,78,318000,1.53144e+18,6.90875477931522
25,186,87,414000,1.5050016e+18,8.00670084544037
22,175,66,698000,1.6117056e+18,6.55250788703459
24,177,73,780000,1.5337728e+18,6.21660610108486
22,181,75,698000,1.6052256e+18,7.60140233458373
22,174,66,698000,1.5107904e+18,6.90875477931522
21,184,69,1100000,1.5266016e+18,8.5173931714189
22,175,70,808000,1.53144e+18,8.5173931714189
20,183,85,1100000,1.563408e+18,6.55250788703459
19,178,70,1100000,1.595808e+18,6.80350525760834
21,180,72,1300000,1.5622848e+18,9.21044036697652
20,173,68,1100000,1.530576e+18,7.60140233458373
20,192,88,544000,1.5402528e+18,6.90875477931522
20,177,78,1e+06,1.626912e+18,8.5173931714189
21,189,81,891000,1.5783552e+18,6.85751406254539
19,175,70,1300000,1.4988672e+18,8.69968140098951
21,184,79,829000,1.543536e+18,6.80350525760834
21,170,67,653000,1.544832e+18,6.90875477931522
20,173,70,825000,1.5935616e+18,6.47850964220857
22,197,82,580000,1.5472512e+18,6.74641212857337
23,194,79,7e+05,1.5488928e+18,7.60140233458373
20,187,79,616000,1.5463008e+18,6.62140565176413
31,190,77,171000,1.55088e+18,6.90875477931522
20,189,77,581000,1.5535584e+18,6.21660610108486
20,187,83,616000,1.57464e+18,6.21660610108486
26,182,78,288000,1.607904e+18,6.47850964220857
25,188,78,392000,1.5983136e+18,6.47850964220857
30,178,73,243000,1.6255296e+18,6.39859493453521
26,174,64,356000,1.5600384e+18,6.39859493453521
21,178,72,878000,1.5619392e+18,8.00670084544037
22,178,72,786000,1.6125696e+18,8.00670084544037
20,180,70,1300000,1.6016832e+18,8.8538082749772
20,178,69,1e+06,1.6250976e+18,6.90875477931522
18,178,72,988000,1.6242336e+18,6.21660610108486
19,172,70,1400000,1.538352e+18,6.90875477931522
24,185,75,488000,1.4673312e+18,6.39859493453521
22,189,78,786000,1.6022016e+18,7.60140233458373
22,186,78,999000,1.6121376e+18,6.21660610108486
20,175,70,1200000,1.5169248e+18,8.00670084544037
23,190,80,7e+05,1.5619392e+18,7.60140233458373
21,190,75,990000,1.5614208e+18,6.90875477931522
20,198,86,1200000,1.5614208e+18,8.00670084544037
20,171,64,1300000,1.5619392e+18,8.5173931714189
20,195,85,656000,1.5619392e+18,6.85751406254539
20,201,83,1200000,1.5619392e+18,8.00670084544037
23,181,73,715000,1.5354144e+18,7.60140233458373
20,176,69,659000,1.6250976e+18,6.85751406254539
19,178,71,938000,1.5619392e+18,6.90875477931522
19,175,69,1200000,1.554336e+18,6.90875477931522
20,188,75,1200000,1.5513984e+18,6.68586094706836
21,188,84,878000,1.5304032e+18,6.62140565176413
19,186,77,934000,1.5644448e+18,6.85751406254539
18,192,82,790000,1.5519168e+18,6.21660610108486
21,172,68,659000,1.5647904e+18,6.90875477931522
21,180,71,743000,1.5619392e+18,6.62140565176413
22,174,69,435000,1.5783552e+18,6.55250788703459
24,178,74,548000,1.6250976e+18,7.60140233458373
20,179,72,1200000,1.5660864e+18,7.60140233458373
32,186,79,165000,1.599696e+18,7.60140233458373
21,180,75,950000,1.5633216e+18,8.5173931714189
18,172,65,1300000,1.5808608e+18,6.21660610108486
24,179,72,612000,1.5818976e+18,6.21660610108486
22,189,90,653000,1.568592e+18,6.74641212857337
24,188,92,660000,1.4673312e+18,6.31173480915291
21,200,93,743000,1.6250976e+18,6.31173480915291
21,182,71,743000,1.5676416e+18,7.60140233458373
20,174,70,1200000,1.569456e+18,8.00670084544037
25,183,76,646000,1.6106688e+18,6.21660610108486
18,180,72,1600000,1.5723936e+18,8.29429960885724
19,179,68,1300000,1.5725664e+18,6.90875477931522
20,170,60,619000,1.5761088e+18,6.80350525760834
25,178,72,612000,1.5463008e+18,6.21660610108486
19,181,78,1300000,1.5935616e+18,8.29429960885724
21,189,83,891000,1.578096e+18,6.62140565176413
24,175,71,780000,1.5782688e+18,8.00670084544037
20,180,68,725000,1.546992e+18,6.90875477931522
19,164,61,653000,1.546992e+18,6.90875477931522
23,168,67,1100000,1.5786144e+18,6.21660610108486
19,181,70,914000,1.57896e+18,6.90875477931522
17,171,72,1e+06,1.5792192e+18,6.21660610108486
20,180,68,878000,1.5499296e+18,6.90875477931522
20,178,70,736000,1.5795648e+18,6.90875477931522
23,177,77,544000,1.5795648e+18,6.55250788703459
17,175,63,1600000,1.5797376e+18,6.21660610108486
22,169,69,569000,1.6166304e+18,6.39859493453521
19,181,68,1500000,1.5778368e+18,6.80350525760834
20,170,66,1100000,1.5799104e+18,6.90875477931522
19,173,65,1500000,1.5463008e+18,6.21660610108486
20,173,63,963000,1.578096e+18,6.90875477931522
19,178,70,1200000,1.6250976e+18,8.00670084544037
22,190,86,508000,1.4832288e+18,6.31173480915291
19,178,63,1100000,1.6094592e+18,6.21660610108486
22,188,71,743000,1.5984864e+18,6.62140565176413
19,173,67,1300000,1.5147648e+18,6.21660610108486
26,188,83,467000,1.5463008e+18,6.21660610108486
19,173,63,1300000,1.5778368e+18,6.21660610108486
17,186,89,938000,1.58112e+18,6.21660610108486
20,176,67,616000,1.5805152e+18,6.90875477931522
20,193,87,1e+06,1.5770592e+18,6.74641212857337
24,182,74,780000,1.6231968e+18,7.60140233458373
20,192,89,1200000,1.5778368e+18,6.21660610108486
20,175,65,975000,1.610064e+18,6.90875477931522
19,180,80,881000,1.5778368e+18,6.21660610108486
23,178,73,553000,1.5822432e+18,6.90875477931522
19,175,65,1e+06,1.6094592e+18,6.21660610108486
20,174,70,1200000,1.5805152e+18,6.21660610108486
19,181,65,1300000,1.5463008e+18,6.21660610108486
21,172,74,855000,1.597104e+18,8.00670084544037
20,174,73,825000,1.5666048e+18,7.60140233458373
18,187,75,1800000,1.5838848e+18,8.00670084544037
20,186,75,923000,1.5304032e+18,8.29429960885724
18,175,70,962000,1.5778368e+18,6.80350525760834
19,181,77,743000,1.5903648e+18,6.74641212857337
22,183,77,435000,1.6121376e+18,7.60140233458373
19,186,85,984000,1.5757632e+18,6.90875477931522
19,183,72,1100000,1.5304032e+18,7.60140233458373
20,177,70,1100000,1.5920064e+18,7.60140233458373
19,180,70,855000,1.5926976e+18,7.60140233458373
21,189,83,7e+05,1.5935616e+18,7.60140233458373
23,168,65,563000,1.5805152e+18,7.60140233458373
20,190,85,765000,1.5935616e+18,6.90875477931522
17,183,73,1400000,1.6115328e+18,6.21660610108486
25,183,72,392000,1.6262208e+18,6.90875477931522
18,184,75,830000,1.5719616e+18,6.21660610108486
18,177,70,938000,1.5952032e+18,6.31173480915291
21,186,79,7e+05,1.595808e+18,6.85751406254539
21,177,70,653000,1.5727392e+18,7.60140233458373
32,181,78,216000,1.5935616e+18,6.90875477931522
19,183,73,1e+06,1.59624e+18,7.60140233458373
18,180,80,934000,1.59624e+18,6.47850964220857
18,179,74,1100000,1.6077312e+18,6.21660610108486
19,168,71,1100000,1.5593472e+18,6.47850964220857
20,179,75,1e+06,1.5619392e+18,7.60140233458373
18,184,73,1200000,1.597536e+18,7.60140233458373
22,185,82,680000,1.5976224e+18,6.74641212857337
18,187,78,1600000,1.5619392e+18,6.90875477931522
20,182,70,950000,1.59624e+18,6.62140565176413
18,184,74,1100000,1.595376e+18,6.74641212857337
19,179,67,1100000,1.595376e+18,7.60140233458373
23,185,74,9e+05,1.5804288e+18,6.90875477931522
20,192,83,765000,1.5965856e+18,6.90875477931522
18,197,83,1100000,1.5935616e+18,6.21660610108486
18,172,65,1400000,1.5996096e+18,6.90875477931522
19,185,74,891000,1.5996096e+18,6.85751406254539
20,182,71,701000,1.59624e+18,6.90875477931522
18,180,70,1200000,1.5989184e+18,6.21660610108486
20,182,83,701000,1.5977088e+18,6.90875477931522
20,176,76,1200000,1.5958944e+18,6.85751406254539
17,170,72,1600000,1.5935616e+18,6.47850964220857
19,195,80,979000,1.629936e+18,6.90875477931522
19,186,71,1300000,1.5934752e+18,8.69968140098951
19,180,70,1300000,1.5619392e+18,8.29429960885724
20,177,70,9e+05,1.625184e+18,6.74641212857337
19,188,72,698000,1.5778368e+18,6.31173480915291
19,192,80,1200000,1.5619392e+18,6.74641212857337
17,165,62,1e+06,1.5700608e+18,6.21660610108486
19,166,56,1100000,1.6012512e+18,6.90875477931522
19,187,81,1e+06,1.5990048e+18,6.21660610108486
22,172,65,743000,1.6250976e+18,7.60140233458373
20,186,78,956000,1.6016832e+18,6.90875477931522
20,188,72,829000,1.6016832e+18,6.62140565176413
20,187,77,934000,1.601856e+18,6.85751406254539
20,191,79,850000,1.625616e+18,6.62140565176413
20,189,86,946000,1.5989184e+18,6.80350525760834
21,190,80,701000,1.5834528e+18,6.80350525760834
23,175,68,653000,1.6024608e+18,6.85751406254539
24,178,68,694000,1.600992e+18,8.00670084544037
19,176,72,1100000,1.5954624e+18,6.21660610108486
21,182,73,765000,1.603584e+18,8.5173931714189
19,179,69,1500000,1.6167168e+18,6.21660610108486
18,187,72,784000,1.605312e+18,6.47850964220857
18,183,67,1100000,1.6060032e+18,6.47850964220857
18,176,66,1800000,1.5619392e+18,6.21660610108486
19,178,72,689000,1.6060032e+18,6.90875477931522
23,164,67,653000,1.6041888e+18,6.68586094706836
17,180,72,1100000,1.6071264e+18,6.21660610108486
28,187,80,252000,1.5631488e+18,6.31173480915291
24,186,81,471000,1.5778368e+18,6.55250788703459
20,193,80,882000,1.6094592e+18,6.47850964220857
18,181,72,1300000,1.6067808e+18,6.90875477931522
20,185,80,924000,1.5463008e+18,6.21660610108486
22,176,73,999000,1.6094592e+18,6.21660610108486
20,183,79,765000,1.6080768e+18,6.90875477931522
17,192,78,1100000,1.6097184e+18,6.80350525760834
22,190,87,544000,1.6094592e+18,6.47850964220857
22,177,67,659000,1.6115328e+18,6.90875477931522
20,184,79,544000,1.5489792e+18,6.21660610108486
37,186,81,31000,1.6101504e+18,6.80350525760834
24,188,78,331000,1.6101504e+18,6.31173480915291
22,180,76,694000,1.6094592e+18,6.90875477931522
19,186,75,743000,1.5619392e+18,6.74641212857337
19,179,63,1300000,1.610496e+18,6.21660610108486
28,169,62,452000,1.6095456e+18,6.21660610108486
17,170,60,1100000,1.5977952e+18,6.21660610108486
21,188,82,850000,1.6105824e+18,6.90875477931522
21,185,73,616000,1.6094592e+18,6.55250788703459
19,173,66,1e+06,1.6110144e+18,6.68586094706836
25,176,75,364000,1.6110144e+18,6.74641212857337
19,178,70,998000,1.5935616e+18,6.90875477931522
20,173,68,1300000,1.6094592e+18,6.21660610108486
19,173,68,1400000,1.6119648e+18,6.90875477931522
18,188,80,1200000,1.6080768e+18,6.90875477931522
18,177,65,1300000,1.5800832e+18,8.00670084544037
19,175,67,938000,1.6123104e+18,6.47850964220857
20,177,72,1200000,1.6127424e+18,8.5173931714189
27,192,87,318000,1.6094592e+18,6.68586094706836
19,172,67,1200000,1.5998688e+18,6.62140565176413
23,183,79,653000,1.6127424e+18,6.68586094706836
23,188,82,701000,1.61352e+18,6.90875477931522
20,175,68,1e+06,1.6111872e+18,6.90875477931522
22,179,76,999000,1.6104096e+18,6.21660610108486
19,186,78,743000,1.6144704e+18,6.21660610108486
20,188,68,829000,1.6094592e+18,6.80350525760834
18,180,70,1100000,1.5989184e+18,6.90875477931522
18,161,63,1400000,1.5778368e+18,6.21660610108486
19,178,88,1100000,1.6094592e+18,6.90875477931522
18,186,90,934000,1.6250976e+18,6.21660610108486
20,185,72,725000,1.615248e+18,6.55250788703459
17,185,81,1100000,1.614816e+18,6.21660610108486
20,176,66,808000,1.6094592e+18,7.60140233458373
20,165,62,1100000,1.6094592e+18,6.21660610108486
18,168,63,1200000,1.5617664e+18,6.21660610108486
18,170,64,1400000,1.5778368e+18,6.21660610108486
19,185,72,1100000,1.6124832e+18,6.90875477931522
20,175,70,1100000,1.6094592e+18,6.21660610108486
22,165,63,1100000,1.6094592e+18,6.21660610108486
19,180,75,1e+06,1.6094592e+18,6.31173480915291
19,177,65,1100000,1.5778368e+18,6.21660610108486
21,170,62,653000,1.5225408e+18,7.60140233458373
28,185,73,326000,1.6151616e+18,8.00670084544037
20,184,78,731000,1.6269984e+18,6.68586094706836
23,178,82,764000,1.6190496e+18,6.21660610108486
21,185,77,723000,1.61784e+18,6.80350525760834
17,195,82,1100000,1.6168032e+18,6.21660610108486
20,170,65,1200000,1.6177536e+18,6.90875477931522
20,175,67,1100000,1.6094592e+18,6.21660610108486
21,180,75,938000,1.5935616e+18,6.80350525760834
21,178,75,646000,1.6111008e+18,6.21660610108486
20,183,68,1100000,1.5463008e+18,6.21660610108486
20,178,73,825000,1.6198272e+18,7.60140233458373
19,185,79,891000,1.6121376e+18,6.21660610108486
20,193,75,1100000,1.5540768e+18,8.5173931714189
18,180,66,956000,1.605744e+18,6.55250788703459
19,182,75,1100000,1.5935616e+18,6.68586094706836
22,177,63,833000,1.6015104e+18,8.00670084544037
21,185,75,653000,1.6207776e+18,6.47850964220857
33,172,74,228000,1.4988672e+18,7.60140233458373
20,184,75,701000,1.5619392e+18,6.90875477931522
28,180,77,242000,1.51632e+18,6.90875477931522
32,182,78,176000,1.600992e+18,6.90875477931522
21,185,81,979000,1.6118784e+18,6.47850964220857
18,176,73,1400000,1.5406848e+18,6.21660610108486
20,180,74,743000,1.5935616e+18,6.39859493453521
22,190,80,660000,1.6250976e+18,6.90875477931522
18,178,70,1300000,1.6232832e+18,6.90875477931522
21,181,71,743000,1.5947712e+18,6.47850964220857
19,190,84,659000,1.6250976e+18,6.21660610108486
19,186,79,743000,1.5935616e+18,6.21660610108486
21,178,68,701000,1.5619392e+18,6.31173480915291
22,185,69,698000,1.4859072e+18,6.74641212857337
25,192,81,342000,1.5967584e+18,6.90875477931522
23,180,75,428000,1.5974496e+18,6.90875477931522
19,184,79,934000,1.6250976e+18,6.21660610108486
19,187,70,825000,1.6225056e+18,6.90875477931522
18,188,70,1e+06,1.6238016e+18,7.60140233458373
19,180,70,1500000,1.5778368e+18,6.21660610108486
38,195,90,36000,1.5304032e+18,6.21660610108486
21,191,79,723000,1.6215552e+18,6.80350525760834
28,182,73,243000,1.5278112e+18,6.74641212857337
20,183,77,675000,1.6244064e+18,6.74641212857337
19,180,71,889000,1.6250976e+18,6.74641212857337
19,188,77,934000,1.624752e+18,6.47850964220857
18,174,67,986000,1.6250976e+18,6.21660610108486
19,175,68,784000,1.6250976e+18,6.21660610108486
18,178,68,1200000,1.6250976e+18,6.85751406254539
20,172,70,1100000,1.4516064e+18,6.21660610108486
17,179,75,934000,1.6250976e+18,6.21660610108486
23,168,65,488000,1.6250976e+18,6.90875477931522
16,180,70,1e+06,1.5939936e+18,6.39859493453521
18,179,67,1200000,1.6257024e+18,8.00670084544037
18,195,80,1100000,1.6257888e+18,6.21660610108486
24,182,70,392000,1.6250976e+18,6.90875477931522
21,176,67,698000,1.5935616e+18,6.68586094706836
17,185,67,938000,1.59624e+18,6.21660610108486
18,190,82,1e+06,1.6250976e+18,6.55250788703459
28,186,82,284000,1.6246656e+18,6.90875477931522
18,194,80,1200000,1.625184e+18,7.60140233458373
17,178,68,1200000,1.5935616e+18,6.21660610108486
21,173,73,465000,1.5941664e+18,6.31173480915291
21,171,65,659000,1.6250976e+18,6.90875477931522
20,178,75,878000,1.6250976e+18,6.90875477931522
18,178,62,1100000,1.6263072e+18,7.60140233458373
19,183,70,784000,1.6250976e+18,6.74641212857337
21,176,61,9e+05,1.6250976e+18,6.90875477931522
17,175,60,934000,1.6250976e+18,6.21660610108486
18,188,75,986000,1.6250976e+18,6.90875477931522
20,180,70,701000,1.6250976e+18,7.60140233458373
18,175,70,1100000,1.6250976e+18,6.21660610108486
21,187,82,653000,1.6254432e+18,6.90875477931522
18,191,78,956000,1.6250976e+18,6.21660610108486
20,181,70,619000,1.6250976e+18,6.90875477931522
22,183,82,829000,1.6266528e+18,6.90875477931522
21,189,79,1e+06,1.5619392e+18,6.21660610108486
17,185,72,1300000,1.6261344e+18,6.68586094706836
17,186,74,979000,1.6250976e+18,6.21660610108486
20,180,75,495000,1.567296e+18,6.21660610108486
22,191,80,829000,1.6262208e+18,6.90875477931522
22,176,71,698000,1.6269984e+18,7.60140233458373
18,185,75,938000,1.626912e+18,6.21660610108486
23,173,67,780000,1.6257024e+18,6.90875477931522
23,188,88,569000,1.4988672e+18,6.47850964220857
17,186,79,986000,1.6250976e+18,6.21660610108486
22,190,80,585000,1.627344e+18,6.74641212857337
18,183,74,844000,1.5386112e+18,6.21660610108486
21,182,74,878000,1.5460416e+18,6.90875477931522
26,177,75,275000,1.6276896e+18,6.80350525760834
18,168,67,1200000,1.6280352e+18,6.85751406254539
20,185,69,829000,1.6281216e+18,6.80350525760834
21,180,70,810000,1.627776e+18,8.5173931714189
22,190,82,616000,1.6281216e+18,7.60140233458373
24,175,68,723000,1.6280352e+18,6.90875477931522
21,183,70,653000,1.6280352e+18,6.39859493453521
21,187,80,935000,1.6120512e+18,7.60140233458373
18,173,65,984000,1.6278624e+18,6.21660610108486
28,178,71,297000,1.612656e+18,8.00670084544037
18,165,65,1e+06,1.6094592e+18,6.21660610108486
20,178,70,743000,1.6199136e+18,6.90875477931522
19,178,73,1300000,1.59624e+18,7.60140233458373
19,174,70,1300000,1.59624e+18,7.60140233458373
20,179,76,808000,1.6250976e+18,6.90875477931522
17,170,64,1200000,1.5935616e+18,6.21660610108486
23,192,85,616000,1.62864e+18,6.62140565176413
17,177,73,1900000,1.6272576e+18,6.90875477931522
21,186,75,659000,1.627776e+18,6.68586094706836
20,184,76,713000,1.5619392e+18,6.90875477931522
22,180,75,9e+05,1.6250976e+18,6.90875477931522
17,183,70,1700000,1.6104096e+18,6.21660610108486
18,190,74,850000,1.6239744e+18,6.21660610108486
17,175,70,1e+06,1.6289856e+18,6.21660610108486
20,185,76,850000,1.629504e+18,7.60140233458373
19,175,73,1300000,1.6250976e+18,8.00670084544037
18,171,67,1100000,1.6250976e+18,6.39859493453521
19,186,75,855000,1.6301088e+18,7.60140233458373
17,193,82,911000,1.5935616e+18,6.21660610108486
16,175,68,1200000,1.6297632e+18,6.21660610108486
19,180,75,1200000,1.6250976e+18,6.90875477931522
19,192,80,1e+06,1.626048e+18,6.74641212857337
20,186,73,616000,1.629504e+18,6.90875477931522
18,168,60,1200000,1.6294176e+18,6.90875477931522
17,178,66,988000,1.6094592e+18,6.21660610108486
19,171,68,698000,1.6094592e+18,6.21660610108486
18,176,72,889000,1.6094592e+18,6.21660610108486
17,187,83,2e+06,1.5778368e+18,6.21660610108486
18,163,58,988000,1.5463008e+18,6.21660610108486
17,185,82,1700000,1.5778368e+18,6.21660610108486
18,172,69,1300000,1.5778368e+18,6.21660610108486
17,182,72,1700000,1.6094592e+18,6.21660610108486
19,176,65,1100000,1.5778368e+18,6.21660610108486
37,188,76,31000,1.6136064e+18,6.21660610108486
30,178,77,189000,1.6041888e+18,6.21660610108486
